Academic Unit,Course Number,Course Title,Credits,Semester,Prerequisites,Restrictions,Offered By,Description
AEPH,113,Physics 1.,4,Fall 2025,,AEPH 112,Bioresource Engineering (Faculty of Agric Environ Sci),Kinematics in one and two dimensions. Newton's laws of motion. Circular motion and orbits. Rotation of a rigid body. Momentum. Work and energy; power. Conservation principles. Simple harmonic motion. Waves and sound. Includes calculus-based applications.
AEPH,114,Introductory Physics 2.,4,Winter 2026,AEPH 112;AEPH 113;PHYS 101;PHYS 131,AEPH 115;PHYS 102;PHYS 142,Bioresource Engineering (Faculty of Agric Environ Sci),Electric and magnetic properties of matter: electrostatics; electric currents; the link between electric and magnetic phenomena; geometrical optics; interference diffraction.
AEPH,115,Physics 2.,4,Winter 2026,AEPH 112;AEPH 113;PHYS 101;PHYS 131,AEPH 114,Bioresource Engineering (Faculty of Agric Environ Sci),Electric forces; electric fields; electric potential. Current. Electric circuits. Magnetic fields and forces. Electromagnetic induction. Electromagnetic waves. Geometrical and physical optics. Includes calculus-based applications.
AEPH,120,Physics Laboratory 1.,1,Fall 2025,,AEPH 112;AEPH 113;AEPH 112;AEPH 113;PHYS 101;PHYS 107;PHYS 117;PHYS 131,Bioresource Engineering (Faculty of Agric Environ Sci),The laboratory component of AEPH 112/AEPH 113. Illustrative experiments.
AEPH,122,Physics Laboratory 2.,1,Winter 2026,,AEPH 114;AEPH 115;AEPH 114;AEPH 115;PHYS 102;PHYS 108;PHYS 118;PHYS 142,Bioresource Engineering (Faculty of Agric Environ Sci),The laboratory component of AEPH 114/AEPH 115. Illustrative experiments.
AGEC,200,Principles of Microeconomics.,3,Fall 2025,,,Agricultural Economics (Faculty of Agric Environ Sci),The field of economics as it relates to the activities of individual consumers; firms and organizations. Emphasis is on the application of economic principles and concepts to everyday decision making and to the analysis of current economic issues.
AGEC,201,Principles of Macroeconomics.,3,Winter 2026,AGEC 200,,Agricultural Economics (Faculty of Agric Environ Sci),The overall economic system; how it works; and the instruments used to solve social problems. Emphasis will be on decision-making involving the entire economic system and segments of it.
AGEC,231,Economic Systems of Agriculture.,3,Winter 2026,AGEC 200,,Agricultural Economics (Faculty of Agric Environ Sci),The structure and organization of Canada's agriculture-food system; the operation; financing; linkages; and functions of its components. Focus to be on management of the various components and the entire system; types of problems confronted now and in the future.
AGEC,320,Intermediate Microeconomic Theory.,3,Winter 2026,AGEC 200,,Agricultural Economics (Faculty of Agric Environ Sci),An intermediate theory course in agricultural economics; dealing with economic concepts as applied to agricultural production and cost functions. Includes theory and application of linear programming as related to production decisions.
AGEC,330,Agriculture and Food Markets.,3,Fall 2025,AGEC 200,,Natural Resource Sciences (Faculty of Agric Environ Sci),Nature and organization of agricultural and food markets as economic institutions; including the application of economic theory to problems within the agri-food marketing chain. Spatial and temporal price relationships; and the role of market structure.
AGEC,332,Farm Management and Finance.,3,Fall 2025,AGEC 200,,Natural Resource Sciences (Faculty of Agric Environ Sci),Managing and financing a farm business. Topics include: the decision making process; farm management and economic concepts; the analysis of financial statements; farm planning and budgeting; input management; investment analysis; risk in financial management; the acquisition and cost of capital.
AGEC,333,Resource Economics.,3,Fall 2025,AGEC 200,,Agricultural Economics (Faculty of Agric Environ Sci),The role of resources in the environment; use of resources; and management of economic resources within the firm or organization. Problem-solving; case studies involving private and public decision-making in organizations are utilized.
AGEC,425,Applied Econometrics.,3,Fall 2025,AEMA 310;AGEC 200;AGEC 201,,Agricultural Economics (Faculty of Agric Environ Sci),The theory and application of econometrics to empirical issues in agriculture and environment. Diagnosis and treatment of standard violations of the assumptions underlying ordinary least squares.
AGEC,430,Agriculture; Food and Resource Policy.,3,Winter 2026,AGEC 200,,Agricultural Economics (Faculty of Agric Environ Sci),Examination of North American and international agriculture; food and resource policies; policy instruments; programs and their implications. Economic analysis applied to the principles; procedures and objectives of various policy actions affecting agriculture; and the environment.
AGEC,442,Economics of International Agricultural Development.,3,Winter 2026,AGEC 200;AGEC 201,,Agricultural Economics (Faculty of Agric Environ Sci),The course deals with economic aspects of international development with emphasis on the role of food; agriculture and the resource sector in the economy of developing countries. Topics will include world food analysis; development project analysis and policies for sustainable development. Development case studies will be used.
AGEC,450,Agribusiness Management.,3,Winter 2026,AGEC 231;AGEC 330;AGEC 332,,Agricultural Economics (Faculty of Agric Environ Sci),Strategic management of agricultural and food businesses. Analysis of internal and external factors and competitive forces affecting agribusinesses. Formulation of business strategy and solutions to strategic problems. Case-based course designed to enhance students' problemsolving and decisionmaking skills. Integration of knowledge and tools from various economics and business disciplines.
AGEC,491,Research and Methodology.,3,Fall 2025,AGEC 201;AGEC 320,,Agricultural Economics (Faculty of Agric Environ Sci),Conceptual and philosophical foundations of research methodology; and the procedural aspects of planning; designing and conducting research in applied economics.
AGRI,120,Exobiospheres.,3,,,FAES on ,Bioresource Engineering (Faculty of Agric Environ Sci),Introduction to basic astronomical; biological; chemical and (geo)physical principles of systems capable of giving rise to and sustaining living structures; in both natural and artificial biospheres; within our solar system and beyond.
AGRI,195,Freshman Seminar 1.,0,,,BREE 187,Bioresource Engineering (Faculty of Agric Environ Sci),Members of the Faculty and/or Student Services will present seminars on resources available to help students develop the requisite skills to facilitate their transition into university life.
AGRI,196,Freshman Seminar 2.,0,,,BREE 188,Bioresource Engineering (Faculty of Agric Environ Sci),Members of the Faculty will present seminars on topical issues about their areas of research.
AGRI,215,Agro-Ecosystems Field Course.,3,Fall 2025,,,Plant Science (Faculty of Agric Environ Sci),Through case studies and field trips; students will examine the problems and constraints within the Canadian agro-ecosystem; including the interrelationships among food production; the environment; agricultural policy and social issues. Research in this field of study will also be introduced.
AGRI,310,Internship in Agriculture/Environment.,3,Summer 2025; Fall 2025; Winter 2026,,AGRI 201,Plant Science (Faculty of Agric Environ Sci),Internship on working farms or in other appropriate businesses of the agri-food/environment industries.
AGRI,325,Sustainable Agriculture Field Course,3,Summer 2025,AGEC 200,,Animal Science (Faculty of Agric Environ Sci),Exposure to a foreign rural and agricultural context; to observe a variety of types of farm operations; cropping systems and techniques. The sustainability of these is discussed within their local social; environmental and economic landscapes.
AGRI,330,Agricultural Legislation.,1,Winter 2026,,,Plant Science (Faculty of Agric Environ Sci),A study of Quebec legislation of importance to the agricultural sector; with emphasis on the reasons why these laws were implemented and on their net effects on this sector. Some Canadian laws will be covered but only inasmuch as they affect Quebec agriculture.
AGRI,340,Principles of Ecological Agriculture.,3,Winter 2026,,,Plant Science (Faculty of Agric Environ Sci),Focus on low-input; sustainable; and organic agriculture: the farm as an ecosystem; complex system theory; practical examples of soil management; pest control; integrated crop and livestock production; and marketing systems.
AGRI,401,Honours Research Project 1.,6,Fall 2025,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Preparation of a literature review; progress report; and delivery of a proposal seminar; as well as initiating the research project. 
AGRI,402,Honours Research Project 2.,6,Winter 2026,AGRI 401,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Completion of the honours research project; including a progress report; a final project report; and a project presentation.
AGRI,405,Honours Project 1.,3,Fall 2025,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Preparation of a literature review; progress report and delivery of a proposal seminar; as well as initiating the research project. 
AGRI,406,Honours Project 2.,3,Winter 2026,AGRI 405,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Completion of the honours project; including a progress peport; a final project report; and a project presentation.
AGRI,410,Agrology Internship.,3,Summer 2025; Fall 2025; Winter 2026,,,Plant Science (Faculty of Agric Environ Sci),Professional internship (stage) under the supervision of a practicing agrologist.
AGRI,410D1,Agrology Internship.,1,Summer 2025,,,Plant Science (Faculty of Agric Environ Sci),Professional internship (stage) under the supervision of a practicing agrologist.
AGRI,410D2,Agrology Internship.,1,Fall 2025,AGRI 410,,Plant Science (Faculty of Agric Environ Sci),See AGRI 410D1 for course description.
AGRI,411,Global Issues on Development; Food and Agriculture.,3,Winter 2026,,,Animal Science (Faculty of Agric Environ Sci),International development and world food security and challenges in developing countries. Soil and water management; climate change; demographic issues; plant and animal resources conservation; bio-products and biofuels; economic and environmental issues specially in tropical and sub-tropical regions. Globalization; sustainable development; technology transfer and human resources needs for rural development.
AGRI,430,Professional Practice in Agrology.,2,Winter 2026,,,Plant Science (Faculty of Agric Environ Sci),This course introduces students to the professional aspects of the practice of agrology. Topics include understanding the responsibilities of agrologists; the broad context and functioning of the Québec agricultural industry; how to deal with clients; colleagues; and understanding legal and regulatory aspects of the profession in Québec.
AGRI,435,Soil and Water Quality Management.,3,,,,Natural Resource Sciences (Faculty of Agric Environ Sci),Management of soil and water systems for sustainability. Cause of soil degradation; surface and groundwater contamination by agricultural chemicals and toxic pollutants. Human health and safety concerns. Water-table management. Soil and water conservation techniques will be examined with an emphasis on methods of prediction and best management practices.
AGRI,452,Water Resources in Barbados.,3,,,CIVE 452,Bioresource Engineering (Faculty of Agric Environ Sci),Physical environment challenges; centered on water; being faced by an island nation. Guest speakers; field study tours and laboratory tests. Private; government and NGO institutional context of conservation strategies; and water quantity and quality analyses for water management specific to Barbados.
AGRI,490,Agri-Food Industry Project.,3,Fall 2025; Winter 2026,,,Plant Science (Faculty of Agric Environ Sci),Interdisciplinary team project in the agri-food industry.
AGRI,493,International Project Management.,3,Winter 2026,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Principles and practice related to management of agriculture; nutrition and environmental projects within an international context. Case-studies and workshops drawing on expertise of development professionals from government and the private sector address techniques and resources for successful planning; implementation and evaluation within a multi-sectoral framework.  
AGRI,498,Agricultural Development Research.,3,,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Supervised reading and research project related to agriculture; food systems; nutrition and health in developing countries.
AGRI,499,Agricultural Development Internship.,3,Summer 2025; Fall 2025; Winter 2026,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Supervised internship to provide practical experience working on agricultural issues related to international development. The internship can take many forms; including work in a developing country; for an agency that focuses on international development; or on a research project that aims at solving problems faced by developing populations.
AGRI,510,Professional Practice.,3,Winter 2026,,,Food Science&Agr.Chemistry (Faculty of Agric Environ Sci),The ethical issues that face a professional in the workplace; professional ethics and deontology; professional responsibilities as related to the laws of labour; health; safety and risks to the environment; risk management and communication.
AGRI,519,Sustainable Development Plans.,6,,,CIVE 519;URBP 519,Bioresource Engineering (Faculty of Agric Environ Sci),Geared for solving real-world environmental problems related to water at the local; regional and international scale in Barbados. Projects to be designed by instructors in consultation with university; government and NGO partners and to be conducted by teams of 2 to 4 students in collaboration with them.
AGRI,550,Sustained Tropical Agriculture.,3,Winter 2026,AEMA 310;HISP 218;MATH 203,,Natural Resource Sciences (Faculty of Agric Environ Sci),Contrast theory and practice in defining agricultural environmental "challenges" in the Neotropics. Indigenous and appropriate technological means of mitigation. Soil management and erosion; water scarcity; water over-abundance; and water quality. Explore agro-ecosystem protection via field trips and project designs. Institutional context of conservation strategies; NGO links; and public participation.
ANSC,234,Biochemistry 2.,3,Winter 2026,LSCI 211,,Animal Science (Faculty of Agric Environ Sci),Metabolism in humans and domestic animals. The chemistry of alimentary digestion; absorption; transport; intermediary metabolism and excretion.
ANSC,250,Introduction to Livestock Management,3,Fall 2025,,,Animal Science (Faculty of Agric Environ Sci),Introduction to the scientific principles underlying animal livestock production as it relates to the consumer food chain. The world- wide demand for animal products; various areas of management (reproduction; nutrition; breeding; health; and welfare) that are used to provide those products by examining both conventional means as well as new and evolving technologies. How these techniques relate to some of the major production systems (dairy; beef; pig; and broiler and egg production) – primarily in a Provincial/Canadian context.
ANSC,251,Comparative Anatomy.,3,Winter 2026,,,Animal Science (Faculty of Agric Environ Sci),Study of the macroscopic anatomy of mammals based on detailed dissection of the dog. Comparison with other domestic species will be emphasized.
ANSC,301,Principles of Animal Breeding.,3,Winter 2026,AEMA 310;LSCI 204,,Animal Science (Faculty of Agric Environ Sci),The qualitative and quantitative aspects of genetics as they apply to the economic improvement of domestic mammals and birds. Topics include: animal domestication; animal cytology; Mendelian traits of economic importance; principles of population genetics; statistical tools to describe populations; environmental effects; selection and mating systems.
ANSC,303,Farm Animal Internship,3,Fall 2025; Winter 2026,ANSC 250,,Animal Science (Faculty of Agric Environ Sci),Internship in farm animal production; including day-to-day activities of production; reproduction and health management; and exposure to major livestock species such as dairy cows; poultry; swine. The internship includes supervised- independent farm management activities and training by experienced livestock technicians.
ANSC,312,Animal Health and Disease.,3,Winter 2026,ANSC 250;ANSC 323;PHGY 209,,Animal Science (Faculty of Agric Environ Sci),An introduction to the pathogenesis and control of diseases in farm animals. Immune response and other protective mechanisms. Implications of animal diseases and drug therapy for product safety and public health.
ANSC,323,Mammalian Physiology.,3,Fall 2025,ANSC 234;LSCI 202;LSCI 204,,Animal Science (Faculty of Agric Environ Sci),A study of the organization; functions and regulation of various organ systems in mammals. The nervous; endocrine; muscular; cardiovascular; respiratory; urinary; digestive and reproductive systems are discussed.
ANSC,324,Developmental Biology and Reproduction.,3,Winter 2026,ANSC 250;LSCI 211,,Animal Science (Faculty of Agric Environ Sci),Focus on the hormonal; cellular and molecular aspects of reproduction and development (gametogenesis; folliculogenesis; fertilization; embryonic and foetal development; parturition; lactation period; periods before and after puberty). Emphasis on underlying cellular mechanisms and their regulation by hormones and the environment.
ANSC,326,Fundamentals of Population Genetics.,3,Fall 2025,AEMA 310;LSCI 204,,Animal Science (Faculty of Agric Environ Sci),Population genetics mechanisms in mammals; birds and plant. Factors influencing gene; genotype; and phenotypic frequencies. Effects of different types of selection; Hardy-Weinberg; linkage and recombination; polymorphisms and heterozygosity; population size; random drift and inbreeding on gene and genotype frequencies. Relationship between quantitative genetic parameters and gene frequencies.
ANSC,350,Food-Borne Pathogens.,3,Winter 2026,LSCI 230,,Animal Science (Faculty of Agric Environ Sci),Exploration of the taxonomy; characteristics; epidemiology; mechanisms of pathogenicity; disease; incidence; and factors affecting the survival and growth of pathogenic microorganisms in foods of animal origin; principles of detection; prevention and control of food-borne pathogens (bacteria; fungi; protozoa; helminths; viruses).
ANSC,400,Eukaryotic Cells and Viruses.,3,Winter 2026,LSCI 204,,Animal Science (Faculty of Agric Environ Sci),The basic principles of molecular biology and the underlying molecular basis for various methodologies in molecular biology are covered. The molecular genetic basis for viral infections and tumorigenesis will be covered as examples of the use of molecular genetic approaches to address biological problems.
ANSC,420,Animal Biotechnology.,3,Fall 2025,LSCI 202;LSCI 230,,Animal Science (Faculty of Agric Environ Sci),Applications of animal biotechnology in agriculture; biomedicine and environmental preservation; including culture; manipulation and transformation of somatic cells; isolation of stem cells; reproductive biotechnologies; animal cloning by nuclear transplantation; production of genetically modified and gene-edited animals; and cell and gene therapies.
ANSC,424,Metabolic Endocrinology.,3,Winter 2026,ANSC 323,,Animal Science (Faculty of Agric Environ Sci),A detailed study of the endocrine system and its role in the maintenance of homeostasis in higher vertebrates; including the endocrine regulation of energy balance.
ANSC,433,Animal Nutrition and Metabolism.,3,Winter 2026,ANSC 234;ANSC 250,,Animal Science (Faculty of Agric Environ Sci),Introduction to fundamental aspects of animal nutrition; including gastrointestinal anatomy and physiology; nutrient digestion; absorption; and metabolism; nutrient functions and requirements of livestock species; evaluation of feedstuffs and their use in ration formulation; and feeding strategies. Laboratory classes will include hands-on experience on feed analyses; gastrointestinal tract dissections; nutritional experiments and demonstrations in livestock species as well as computer-based ration balancing exercises.
ANSC,455,Special Topics: Animal Science.,3,Fall 2025; Winter 2026,,,Animal Science (Faculty of Agric Environ Sci),Topics that are not otherwise available in formal courses. Investigation of a particular topic will be carried out under the supervision of a staff member who has expertise in the area of study chosen by the student.
ANSC,458,Advanced Livestock Management,3,Winter 2026,ANSC 250,,Animal Science (Faculty of Agric Environ Sci),Overview of the major Canadian livestock industries with particular emphasis on dairy; pork; broilers; and layers. Building on introductory livestock management and advanced nutrition; breeding; and reproductive physiology; current and evolving IofT practices for the production of consumer animal products.
ANSC,514,Coding for Production Data,3,Fall 2025,AEMA 204,,Animal Science (Faculty of Agric Environ Sci),An introduction to various methods used for advanced data analysis and their application within the agricultural and environmental sciences; including both classical approaches and machine learning methods; uni- and multivariate analysis; and supervised and unsupervised methods. A special focus on identifying advantages and weaknesses of the various approaches; selecting appropriate methods for specific problems; and avoiding pitfalls. Application of concepts to real- life data.
ANSC,530,Experimental Techniques in Nutrition.,3,,,ANSC 630,Animal Science (Faculty of Agric Environ Sci),Design and conduction of animal studies; selection of experimental animals; chemical and biological assays; statistical analysis; interpretation of data and preparation of technical reports.
ANSC,551,Carbohydrate and Lipid Metabolism.,3,Winter 2026,ANSC 234,,Animal Science (Faculty of Agric Environ Sci),Comparative aspects of nutrition and metabolism of carbohydrate and lipid from the cellular level through the multi-organ of the whole organism. Main topics will include biothermodynamics; calorimetry; cellular metabolism and functions of carbohydrate and lipid; digestion; absorption and utilization of dietary carbohydrate and lipid.
ANSC,552,Protein Metabolism and Nutrition.,3,Fall 2025,ANSC 234,,Animal Science (Faculty of Agric Environ Sci),Comparative aspects of nutrition and metabolism of amino acids and proteins from the cellular level on through the multisystem operation of the whole organism. Main topics include cellular metabolism and functions of amino acids and proteins; digestion; absorption and utilization of dietary protein. Comparison between farm animals and humans.
ANSC,555,The Use and Welfare of Animals.,3,,ANSC 250;PSYC 301;WILD 421,,Animal Science (Faculty of Agric Environ Sci),Understanding the roles in which animals are used by Society; especially in food production; companionship; research; and recreation; application of the scientific approaches that are used in assessing and improving animal welfare; and use of ethical approaches that are invoked in the use of animals; often in controversial contexts.  An interdisciplinary course; based on active participation and discussion-method learning.
ANSC,560,Biology of Lactation.,3,Fall 2025,,,Animal Science (Faculty of Agric Environ Sci),An interdisciplinary approach to the study of mammary development; the onset of lactation and its cessation; comparing the differences in mammalian species in mammary development from embryological; pre- and post-pubertal and pre- and post-partum aspects. Lactation at the cellular and biochemical levels.
BINF,511,Bioinformatics for Genomics.,3,Winter 2026,,,Plant Science (Faculty of Agric Environ Sci),Bioinformatics methods and reasoning in relation to genomics; proteomics and metabolomics strategies with an emphasis on functional genomics data. The course will cover introduction to UNIX; Perl programming; data processing and integration; file parsing; relational database design and implementation; angled towards solutions relevant for genomics.
BINF,531,Statistical Bioinformatics.,3,Winter 2026,AEMA 310;LSCI 204;LSCI 211;LSCI 230,,Animal Science (Faculty of Agric Environ Sci),Underlying concepts and techniques for the analyses of large-scale data sets; generated from "omics" platforms (e.g.; metagenomics; metabolomics; transcriptomics; etc.); as well as different approaches for working with high-dimensional data. Students will gain experience in such software packages as R and Bioconductor for statistical analysis and data visualization.
BREE,103,Linear Algebra.,3,Winter 2026,AEMA 100,,Bioresource Engineering (Faculty of Agric Environ Sci),Systems of linear equations; matrices; inverses; determinants; geometric vectors in three dimensions; dot and cross product; lines and planes; introduction to vector spaces; linear (in)dependence; bases. lntroduction to computer-based mathematical tools.
BREE,187,Freshman Seminar 1.,0,,,,Bioresource Engineering (Faculty of Agric Environ Sci),Members of the Faculty and/or Student Services will present seminars on resources available to help students develop the requisite skills to facilitate their transition into university life. 
BREE,188,Freshman Seminar 2.,0,,,AGRI 196,Bioresource Engineering (Faculty of Agric Environ Sci),Members of the Faculty present seminars on topical issues about their area of research.
BREE,205,Engineering Design 1.,3,Fall 2025,,,Bioresource Engineering (Faculty of Agric Environ Sci),Role of the bioresource engineer in society; introduction to engineering analysis and design; kinds of engineering; role and duties of the engineer in the design; construction; and operation of bio-based facilities; industries and the environment. Regulation of the engineering profession; law and liability; engineering ethics; occupational health and safety.
BREE,210,Mechanical Analysis and Design.,3,Fall 2025,,,Bioresource Engineering (Faculty of Agric Environ Sci),Non-concurrent force systems; analysis of simple trusses and multiforce frames; friction; shearing forces and bending moments in beams and frames; centres of gravity.
BREE,214,Geomatics.,3,Fall 2025,,,Bioresource Engineering (Faculty of Agric Environ Sci),The communicative skills of surveying. The fundamentals of surveying through the application of reasoning; tools; techniques; and instruments. Practices in use of basic surveying equipment including steel tape; level; and theodolite. The use and operation of Total Stations. The procedures and methods for the measurement of distances; elevations; angles and positions. Basic surveying calculations; including traverse adjustments.
BREE,216,Bioresource Engineering Materials.,3,Fall 2025,,,Bioresource Engineering (Faculty of Agric Environ Sci),Introduction to the composition and mechanical constitution of materials used in bioresource engineering; including metals; plastics; concrete; wood; composite; plant and food materials. Crystal structure; alloys; phase diagrams; stresses and strains; elasticity; plasticity; yield; fracture; ductility; heat treatments; cold work; corrosion; composite materials; concrete chemistry; polymers.
