Academic Unit,Course Number,Course Title,Credits,Semester,Prerequisites,Restrictions,Offered By,Description
ANSC,608,Population Genetics.,3,Fall 2025,,ANSC 504,Animal Science (Graduate Studies),Theoretical considerations of Mendelian genetics dealing with the genetic properties of animal populations and extension to the simultaneous segregation of genes at many loci; polygenic inheritance and an introduction to quantitative genetics and covariances between relatives; including mechanisms of transmission; segregation; linkages between genes and the effects of natural and artificial selection.
ANSC,611,Advanced Reproductive Biology.,3,Fall 2025,,,Animal Science (Graduate Studies),An introduction to key concepts in reproductive biology and principles of emerging reproductive technologies. Modules covered include oogenesis and folliculogenesis; fertilization; embryo development; reproductive biotechnology and new directions in reproductive biology.
ANSC,636,Analysis,3,,,,Animal Science (Graduate Studies),An advanced graduate course to give training and experience in statistical techniques applied to quantitative genetics and animal breeding. To consider aspects of data handling of large data sets (100;000 observations); checks for consistency and connectedness in data. Considerations in choosing efficient analytical procedures in fitting these models and development of efficient numerical algorithms to apply these procedures.
ANSC,643,Project 1.,3,Summer 2025; Fall 2025; Winter 2026; Summer 2026,,,Animal Science (Graduate Studies),Review of the literature and design of the project. This project relates to the M.Sc. Applied (non-thesis) degree.
ANSC,644,Project 2.,3,Summer 2025; Fall 2025; Winter 2026; Summer 2026,,,Animal Science (Graduate Studies),Continuation of the review of the literature and design of project. This project relates to the M.Sc. Applied (non-thesis) degree.
ANSC,645,Project 3.,3,Summer 2025; Fall 2025; Winter 2026,,,Animal Science (Graduate Studies),Execution and write-up of project. This project relates to the M.Sc. Applied (non-thesis) degree.
ANSC,646,Project 4.,3,Summer 2025; Fall 2025; Winter 2026,,,Animal Science (Graduate Studies),Continuation of write-up and submission of project. This project relates to the M.Sc. Applied (non-thesis) degree.
ANSC,647,Project 5.,3,Summer 2025; Fall 2025; Winter 2026,,,Animal Science (Graduate Studies),Seminar and project presentations. This oral presentation of the project relates to the M.Sc. Applied (non-thesis) degree.
ANSC,680,M.Sc. Thesis 1.,9,Fall 2025; Winter 2026,,,Animal Science (Graduate Studies),Independent research under the direction of a supervisor toward completion of M.Sc. thesis.
ANSC,681,M.Sc. Thesis 2.,9,Fall 2025; Winter 2026,,,Animal Science (Graduate Studies),Independent research under the direction of a supervisor toward completion of M.Sc. thesis.
ANSC,682,M.Sc. Thesis 3.,9,Fall 2025; Winter 2026,,,Animal Science (Graduate Studies),Independent research under the direction of a supervisor toward completion of M.Sc. thesis.
ANSC,683,M.Sc. Thesis 4.,9,Fall 2025; Winter 2026,,,Animal Science (Graduate Studies),Final submission and approval of M.Sc. thesis.
ANSC,691,Special Topic: Animal Sciences.,3,Summer 2025; Fall 2025; Winter 2026,,,Animal Science (Graduate Studies),Prescribed reading; conference or practical work on a selected topic in the student's area of specialization; not otherwise available in other courses; under staff supervision. An approved course outline must be on file in the Departmental office prior to registration deadline.
ANSC,692,Topic in Animal Sciences 1.,3,Fall 2025; Winter 2026,,,Animal Science (Graduate Studies),Prescribed reading; conference or practical work on a selected topic in the student's area of specialization; not otherwise available in other courses; under staff supervision. An approved course outline must be on file in the Departmental office prior to registration deadline.
ANSC,695,MSc General Topic Seminar.,1,Fall 2025; Winter 2026,,,Animal Science (Graduate Studies),One of three seminars given by all students in the Animal Science M.Sc. (Thesis) program. Presentation of a scientific topic other than the student's specific area of research. In consultation with the thesis supervisor
ANSC,696,MSc Research Proposal Seminar.,1,Fall 2025; Winter 2026,,,Animal Science (Graduate Studies),One of three seminars given by all students in the Animal Science M.Sc. (Thesis) program. Consists of a literature review and an experimental approach for the student's proposed area of research.
ANSC,697,MSc Research Results Seminar.,1,Summer 2025; Fall 2025; Winter 2026,,,Animal Science (Graduate Studies),One of three seminars given by all students in the Animal Science M.Sc. (Thesis) program. Consists of the student's summary of research and presentation of results. Should be presented before submission of thesis.
ANSC,701,Doctoral Comprehensive Examination.,0,Summer 2025; Fall 2025; Winter 2026,,,Animal Science (Graduate Studies),An examination that must be passed by all doctoral candidates in order to continue in the doctoral program.
ANSC,797,Animal Science Seminar 3.,1,Fall 2025; Winter 2026,,,Animal Science (Graduate Studies),One of two seminars to be given by all students in a Ph.D. program. Review of literature in relation to the student's proposed research and an experimental design of the research to be conducted.
ANSC,798,Animal Science Seminar 4.,1,Fall 2025; Winter 2026,,,Animal Science (Graduate Studies),One of two seminars to be given by all students in a Ph.D. program. Presentation of a current scientific topic which is not related to the student's research. The topic for the presentation should be cleared by the thesis supervisor.
ANTH,601,Ethnographic Writing As Craft.,3,,,,Anthropology (Graduate Studies),Introduction to technical; aesthetic and theoretical approaches to writing ethnography.
ANTH,602,Theory 1.,3,Fall 2025,,,Anthropology (Graduate Studies),A survey of theories and methods employed in anthropology.
ANTH,602D1,Theory 1.,1,,,,Anthropology (Graduate Studies),A survey of theories and methods employed in anthropology.
ANTH,602D2,Theory 1.,1,,ANTH 602,,Anthropology (Graduate Studies),See ANTH 602D1 for course description.
ANTH,603,Theory 2.,3,Winter 2026,,,Anthropology (Graduate Studies),A survey of theories and methods employed in anthropology.
ANTH,605,Archaeological Research Design,3,,,,Anthropology (Graduate Studies),The development and design of archaeological research and the role of a multi-faceted archaeological epistemology in the construction and substantiation of historical inferences involving archaeological data; how archaeologists frame their research with theory and deploy appropriate methods to explore archaeological data sets to address anthropological and historical problems located in the past; exploration of important intersections of archaeological data with textual; ethnographic; and community knowledge data (oral history; traditional ecological knowledge) in research design.
ANTH,609D1,Proseminar in Anthropology.,3,Fall 2025,,,Anthropology (Graduate Studies),A survey of professional skills in the field of anthropology.
ANTH,609D2,Proseminar in Anthropology.,3,Winter 2026,ANTH 609,,Anthropology (Graduate Studies),A survey of professional skills in the field of anthropology.
ANTH,611,Research Design.,3,,,,Anthropology (Graduate Studies),Research design in anthropology.
ANTH,615,Seminar in Medical Anthropology.,3,Winter 2026,,,Anthropology (Graduate Studies),Overview of the theories and methods of contemporary medical anthropology.
ANTH,616,Political Anthropology 1.,3,,,,Anthropology (Graduate Studies),The study of political systems and political processes.
ANTH,632,Central Mexican Archaeology and Ethnohistory .,3,,,,Anthropology (Graduate Studies),Archaeology and ethnohistory of central Mexico with a focus on the relationship between the Aztec past; the Mexican state; and descendant communities.
ANTH,634,Anthropology of Development 1.,3,,,,Anthropology (Graduate Studies),Critical assessment of the institutions; discourses and processes of social change associated with notions of "development"; with special emphasis on small communities in the "developing world"; and unindustrialized parts of "developed" countries.
ANTH,640,Psychological Anthropology 1.,3,Fall 2025,,,Anthropology (Graduate Studies),Overview of the theories and methods of contemporary psychological anthropology.
ANTH,645,Anthropology; Mind and Brain.,3,,,,Anthropology (Graduate Studies),Evolutionary origins of the human mind and the epistemic cultures of science and psychiatry through which the mind; its brain; and its evolutionary history are currently understood. Orientation is to be the perspective of anthropology and social studies of science.
ANTH,648,Structural Anthropology.,3,Winter 2026,,,Anthropology (Graduate Studies),Review of structural anthropology.
ANTH,670,Archaeological Theory 1.,3,,,,Anthropology (Graduate Studies),Survey of theories and methods employed in the practive of contemporary archaeology.
ANTH,685,Research Tutorial 1.,3,,,,Anthropology (Graduate Studies),Individualized guided research on an approved topic.
ANTH,690,Research Paper 1.,6,Fall 2025,,,Anthropology (Graduate Studies),Production of a research paper that will explore a clearly defined problem; show familiarity with the most important work previously done in the field; and demonstrate the ability to carry out research; organize results and present them. The paper must demonstrate the candidate's ability to do independent work at the graduate level in a particular field of anthropology.  It is devoted to research design and bibliographical research.
ANTH,691,Research Paper 2.,6,Fall 2025; Winter 2026,,,Anthropology (Graduate Studies),Production of a research paper that will explore a clearly defined problem; show familiarity with the most important work previously done in the field; and demonstrate the ability to carry out research; organize results and present them. The paper must demonstrate the candidate's ability to do independent work at the graduate level in a particular field of anthropology.  It is devoted to research implementation and analysis.
ANTH,692,Research Paper 3.,6,,,,Anthropology (Graduate Studies),Production of a research paper that will explore a clearly defined problem; show familiarity with the most important work previously done in the field; and demonstrate the ability to carry out research; organize results and present them. The paper must demonstrate the candidate's ability to do independent work at the graduate level in a particular field of anthropology.  It is devoted to the actual drafting of the paper.
ANTH,694,M.A. Thesis Tutorial 1.,6,,,,Anthropology (Graduate Studies),Individualized guided research for the Master's thesis.
ANTH,695,M.A. Thesis Tutorial 2.,6,,,,Anthropology (Graduate Studies),Individualized guided research for the Master's thesis.
ANTH,699,M.A. Thesis.,2,Fall 2025; Winter 2026,,,Anthropology (Graduate Studies),Writing of M.A. thesis.
ANTH,700,Ph.D. Preliminary Examination.,0,,,,Anthropology (Graduate Studies),Written and oral presentation of the PhD dissertation research proposal to the Supervisory Committee.
ANTH,701,PhD Comprehensive Examination.,0,Fall 2025; Winter 2026,,,Anthropology (Graduate Studies),A comprehensive examination of two topics (one thesis related; one cognate field); set by the program committee; that must be successfully passed by all doctoral candidates in order to continue in the doctoral program .
ANTH,702,PhD Proposal Defence.,0,Fall 2025; Winter 2026,,,Anthropology (Graduate Studies),Preparation and defence of a dissertation proposal that surveys relevant literature; develops a research question(s); identifies a methodology to test the question; and outlines the limitations and implications of the proposed work.
ANTH,780,Reading and Research 1.,3,Fall 2025; Winter 2026,,,Anthropology (Graduate Studies),Supervised readings and research supervised by a member of staff.  Topics will be chosen to suit individual interests.
ANTH,781,Reading and Research 2.,3,Summer 2025; Fall 2025; Winter 2026,,,Anthropology (Graduate Studies),Supervised readings and research supervised by a member of staff.  Topics will be chosen to suit individual interests.
ANTH,790,Ph.D. Tutorial 1.,3,,,,Anthropology (Graduate Studies),Individualized guided research on an approved topic.
ANTH,791,Ph.D. Tutorial 2.,3,,,,Anthropology (Graduate Studies),Indivisualized guided research on an approved topic.
ANTH,792,Ph.D. Tutorial 3.,3,,,,Anthropology (Graduate Studies),Individualized guided research on an approved topic.
ARCH,600,Advanced Internship in Architecture.,0,,,,Architecture (Graduate Studies),A period of architecture internship consistent with the terms of reference of the Canadian Internship in Architecture Program (IAP).
ARCH,602,Advanced Studies in Housing,3,,,ARCH 562,Architecture (Graduate Studies),Seminar on the thematic study of contemporary housing and its theoretical underpinnings as a response to technological; cultural; environmental; and philosophical challenges.
ARCH,604,Urban Design Seminar.,3,,,URBP 604,Architecture (Graduate Studies),Advanced concepts and methods used in urban design; focusing on epistemological debates; practical techniques; and philosophical concerns that shape contemporary theory and practice in the field.
ARCH,622,Research Methods for Architecture.,4,,,,Architecture (Graduate Studies),Survey of research methods for students with professional training in architecture. Setting research questions; establishing hypotheses; choosing methodologies; understanding historical; design; and other research traditions; producing literature reviews; engaging architectural evidence; addressing research ethics; presenting findings. 
ARCH,623,Project Preparation.,3,,,,Architecture (Graduate Studies),Guided background preparation for the project.
ARCH,626,Critical Design Strategies.,3,,,,Architecture (Graduate Studies),Study of specific contemporary design practices to inform the development of a detailed proposal for the final independent research project.
ARCH,627,Research Methods.,3,Fall 2025,,,Architecture (Graduate Studies),Survey of research methods relevant to architecture. Introduction to research ethics; differentiating between primary and secondary methods; contrasting macro- and micro-social approaches; setting research questions; undertaking literature scans; reviewing empirical findings by others; designing instruments and tools for primary research; conducting field research; presenting findings.
ARCH,628,Fundamentals of Building Regulations and Safety.,3,Winter 2026,ARCH 405,,Architecture (Graduate Studies),Study of building codes with specific emphasis on the National Building and National Fire Codes of Canada. Development of a systematic approach to the implementation of codes during the preliminary design stage of an architectural project.
ARCH,630J1,Research Symposium.,1,Fall 2025,,,Architecture (Graduate Studies),Preparation and delivery of work in progress toward the thesis to peers and faculty.
ARCH,630J2,Research Symposium.,1,Winter 2026,,,Architecture (Graduate Studies),Preparation and delivery of work in progress toward the thesis to peers and faculty.
ARCH,630J3,Research Symposium.,1,Summer 2026,,,Architecture (Graduate Studies),Preparation and delivery of work in progress toward the thesis to peers and faculty.
ARCH,632,Urban Design and Housing Research Report.,1,,ARCH 604;ARCH 623,,Architecture (Graduate Studies),An individual research report addressing interdisciplinary concerns in Urban Design and Housing.
ARCH,635,Selected Topics in Housing 1.,3,,,,Architecture (Graduate Studies),Special topics related to housing.
ARCH,641,Energy and Environments 1.,3,Winter 2026,,,Architecture (Graduate Studies),Examination of technical relationships among building materials; architectural proportions; thermoregulation strategies; and human capacity to mitigate and adapt to climate change.
ARCH,642,Energy and Environments 2.,3,Winter 2026,,,Architecture (Graduate Studies),Theories and methods for the energetic and environmental basis of architecture.
ARCH,651,Architectural History and Theory Seminar 1.,3,Fall 2025,,,Architecture (Graduate Studies),Seminar on the thematic study of modern architecture and its theoretical underpinnings as a response to technological; cultural;environmental; and philosophical challenges. Historiographic and design approaches to architectural problems encountered from the pre-industrial age to contemporary post-industrial expansion.
ARCH,652,Architectural History and Theory Seminar 2.,3,Winter 2026,,,Architecture (Graduate Studies),Seminar on the thematic study of modern architecture and its theoretical underpinnings as a response to technological; cultural; environmental; and philosophical challenges. Historiographic and design approaches to architectural problems encountered from the pre-industrial age to contemporary post-industrial expansion.
ARCH,653,Architectural History and Theory Seminar 3.,3,,,,Architecture (Graduate Studies),Seminar on the thematic study of modern architecture and its theoretical underpinnings as a response to technological; cultural; environmental; and philosophical challenges. Historiographic and design approaches to architectural problems encountered from the pre-industrial age to contemporary post-industrial expansion.
ARCH,654,Architectural History and Theory Seminar 4.,3,Winter 2026,,,Architecture (Graduate Studies),Seminar on the thematic study of modern architecture and its theoretical underpinnings as a response to technological; cultural; environmental; and philosophical challenges. Historiographic and design approaches to architectural problems encountered from the pre-industrial age to contemporary post-industrial expansion.
ARCH,670,Advanced Landscape  Theory.,3,,,,Architecture (Graduate Studies),Landscape as both process and medium linking human history and environmental change. Abiotic and biotic processes. Conceptualizations of nature; ecology; and landscape. Climate change and other anthropogenic impacts. Design as discipline-transcending work at multiple scales. 
ARCH,672,Architectural Design Studio 1.,9,Fall 2025,,,Architecture (Graduate Studies),Comprehensive design investigation of interrelated architectural-engineering-landscape concepts and systems; development and application of design methods fit for the changing climates and conditions of this century.
ARCH,673,Architectural Design Studio 2.,9,Winter 2026,ARCH 672,,Architecture (Graduate Studies),A project-based graduate studio focused on the integration of skills and research to tackle contemporary global issues in architecture and urban design.
ARCH,674,Professional Practice 1.,3,Winter 2026,,ARCH 674;ARCH 675;ARCH 676,Architecture (Graduate Studies),The Professional Code; the Architect's Act and the architect's responsibilities to clients; colleagues and society; including professional ethics; responsibility in design; contractual arrangements; business conduct; construction supervision; issuing of certificates; construction and project management; concepts of architectural specification writing; building costs and life cycle costing.
ARCH,675,Architecture in Global  Perspective.,3,,,,Architecture (Graduate Studies),Global history of architecture and urbanism; examining contemporary cities with an architectural lens. Case studies are presented to develop capacities for critical analysis of the built environment. Key ideas and ongoing debates on urbanism and architectural design. 
ARCH,676,Advanced Architectural Design.,9,Fall 2025,,,Architecture (Graduate Studies),Research and design-based graduate studio focused on investigation of architectural and urban issues. 
ARCH,677,Architectural Design 3.,9,,ARCH 673,,Architecture (Graduate Studies),Research and design-based graduate studio focused on individual self-initiated investigation of architectural and urban issues.
ARCH,678,Advanced Construction.,3,Fall 2025,,,Architecture (Graduate Studies),An exploration of construction in relation to architectural design; research in advanced methods of construction and structure related to design problems and built projects; appropriate technologies and alternatives.
ARCH,680,Field Sketching.,2,Fall 2025,,,Architecture (Graduate Studies),Seven days of supervised field sketching in selected locations outside Montreal. The course reinforces traditional skills in observation; notebook recording and architectural sketching. Students are encouraged to approach the subject critically and thematically; and to treat sketching as a mechanism for documenting experience and expressing their knowledge of the environment.
ARCH,681,Directed Research Project Preparation.,1,,ARCH 673,,Architecture (Graduate Studies),An architectural design proposition defined through bibliographic research; site selection; program development; identification of a methodology; and a theoretical approach established.
ARCH,683,Directed Research Project.,9,Winter 2026,ARCH 676,,Architecture (Graduate Studies),Design-based research project focused on scholarly investigation and the presentation of results in appropriate graphic and written form.
ARCH,684,Contemporary Theory 1.,3,Winter 2026,,,Architecture (Graduate Studies),Seminar exploring critical readings in architectural design and research. 
ARCH,685,Contemporary Theory 2.,3,Fall 2025; Winter 2026,,,Architecture (Graduate Studies),Seminar exploring critical readings in architectural design and research. 
ARCH,688,Directed Research 1.,3,,,,Architecture (Graduate Studies),Directed research in topics of specialized areas of architecture and design practice.
ARCH,689,Directed Research 2.,3,,ARCH 688,,Architecture (Graduate Studies),Directed research in topics of specialized areas of architecture and design practice.
ARCH,694,Thesis Preparation.,3,Fall 2025; Winter 2026,,,Architecture (Graduate Studies),Definition of thesis proposition; including general preoccupations and methodology; exploration of theoretical antecedents; epistemological foundations; and practical techniques pertinent to contemporary theory and practice. 
ARCH,695,Detailed Research Proposal.,6,Fall 2025; Winter 2026,ARCH 694,,Architecture (Graduate Studies),Development and presentation of formal proposal for the Master's thesis. Research methods and methodology; research design; major debates in contemporary architectural scholarship.
ARCH,696,Thesis Submission.,1,Fall 2025; Winter 2026,ARCH 695,,Architecture (Graduate Studies),Independent research work under the direction of the thesis supervisor.
ARCH,700,Thesis Proposal.,0,Winter 2026,,,Architecture (Graduate Studies),Development of a research proposal and a comprehensive framework for the doctoral thesis.
