Academic Unit,Course Number,Course Title,Credits,Semester,Prerequisites,Restrictions,Offered By,Description
ACCT,453,Advanced Financial Accounting.,3,Fall 2025; Winter 2026,ACCT 352,,Management (Desautels Faculty Management),Reporting relevant financial information subsequent to long term intercorporate investments. The preparation of consolidated financial statements with emphasis on their economic substance rather than legal form.
ACCT,455,Development of Accounting Thought.,3,Fall 2025; Winter 2026,ACCT 352,,Management (Desautels Faculty Management),The conceptual underpinning of accounting thought; including its historical development and the modifications that have occurred over time. A review of accounting literature and its relevance to practice.
ACCT,463,Management Control.,3,Fall 2025; Winter 2026,ACCT 361,,Management (Desautels Faculty Management),The theoretical frameworks for the examination and evaluation of management accounting and control systems. The technical aspects of accounting along with behavioural issues of management control.
ACCT,475,Principles of Auditing.,3,Fall 2025; Winter 2026,ACCT 352,,Management (Desautels Faculty Management),An introduction to basic auditing concepts and internal controls of an accounting system. Topics include current auditing standards; ethical conduct; legal liability; planning of an audit; sampling techniques; non-audit engagements; the study and evaluation of internal controls in an accounting system.
ACCT,486,Business Taxation 2.,3,Fall 2025; Winter 2026,ACCT 385,,Management (Desautels Faculty Management),A study of the Income Tax Act as it applies to the taxation of individuals and corporations; including capital cost allowances; capital gains; corporate reorganisations; trusts and partnerships and administrative regulations. A review of consumption taxes.
BUSA,270,Personal Finance Fundamentals.,3,Fall 2025,,BUSA 434,Management (Desautels Faculty Management),Personal financial literacy; focusing on planning andmanaging personal finances; insuring assets; investing;and controlling one's financial future.
BUSA,300,Case Analysis and Presentation. ,3,Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),Integration of core knowledge and practice for preparing and presenting case studies; including professor coaching; preparation and presentation feedback; presentation skills; leadership skills; team building skills; analytical skills; logical thinking;  debating; persuasive communications and cross  discipline work. 
BUSA,356,Management in Global Context.,3,Summer 2025; Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),Contemporary issues in international management illustrating unique challenges faced in IB; including legal and political foundations of international management; cross-cultural awareness; global mindset; global leadership; building effective international workforce and operations.
BUSA,364,Business Law 1.,3,Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),An introduction to the legal system and basic legal principles affecting business. Tort negligence; contracts; forms of business organization; creditors' rights and bankruptcy.
BUSA,391,International Business Law.,3,Winter 2026,,,Management (Desautels Faculty Management),Introduction to the legal aspects of foreign trade and investment transactions. Forms and documentation of types of foreign trade contracts. Conflict avoidance; arbitration; and litigation arising from international transactions. Government regulation of foreign trade. Legal aspects of the international transfer of investments and technology. Conventions and institutions of international economic cooperation (e.g. GATT; ICC; IMF; etc.).
BUSA,394,Managing in Asia.,3,Winter 2026,,,Management (Desautels Faculty Management),Environmental aspects; Eastern value systems and distinct patterns of management in the Asia-Pacific region. Patterns of Chinese; Japanese; Korean; Taiwanese and other management philosophies; practices and styles. Interaction between these theories and practices and those of the West and Canada will be contrasted.
BUSA,395,Managing in Europe.,3,Fall 2025,,,Management (Desautels Faculty Management),Current social; economic and trade developments in the rapidly-evolving European arena. Focus on both the expanding EU and integrating with emerging market economies and Central and Eastern Europe. Emphasis on managing in the expanded opportunities and challenges facing international and Canadian managers.
BUSA,396,Managing Internationally in Quebec.,3,,,,Management (Desautels Faculty Management),Review of Quebec companies with an international presence and/or that are looking to expand internationally; international organizations expanding into Quebec; as well as Quebec companies that focus primarily on the local market.  The government perspective:  tools and levers that the government used to promote trade and investment; the organization perspective:  start-ups; small- and medium-sized businesses; as well as large multinationals.
BUSA,399,Internship Project.,1,Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),Upon completion of the internship; students must submit a paper on the integration of the applied and academic aspects of their BCom courses and the Internship experience.
BUSA,400,Independent Studies in Management.,3,Summer 2025; Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),Research reading or field projects; permitting independent study under the guidance of a Faculty member. Projects to be arranged individually with instructors. A detailed student proposal must be submitted to the instructor and the Director during the first week of term.
BUSA,401,Independent Studies in International Business.,3,Fall 2025,,,Management (Desautels Faculty Management),Independent study in international business.
BUSA,410,Experiential Projects in  Management.,3,Summer 2025,,,Management (Desautels Faculty Management),Selected experiential learning projects in management.
BUSA,430,Business Climate in Developing Countries.,3,Fall 2025,,BUSA 433,Management (Desautels Faculty Management),An in-depth look at the business environment in emerging countries in Africa; South Asia and South-East Asia. Particular attention will be placed on issues confronting Canadian and other corporations - assessing the political risk; tackling corruption and managing cultural differences.
BUSA,432D1,Topics in Managing for Impact,0,Fall 2025,,,Management (Desautels Faculty Management),See BUSA 434 for course description.
BUSA,432D2,Topics in Managing for Impact,0,Winter 2026,,,Management (Desautels Faculty Management),
BUSA,433,Topics in International Business 1.,3,,,,Management (Desautels Faculty Management),Current topics in the area of international business. Topics will be selected from important current issues in international business.
BUSA,434,Topics in General Management 1,3,,,,Management (Desautels Faculty Management),Topics in management.
BUSA,434D1,Topics in General Management 1,1,,,,Management (Desautels Faculty Management),See BUSA 434 for course description.
BUSA,434D2,Topics in General Management 1,1,,,,Management (Desautels Faculty Management),See BUSA 434 for course description.
BUSA,435,Topics in International Business 2,3,,,,Management (Desautels Faculty Management),Current topics in the area of international business and management. Topics will be selected from important current issues in international business and management.
BUSA,436,Topics in General Management 2,0,Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),Topics in management.
BUSA,437,Topics in General Management 3,3,,,,Management (Desautels Faculty Management),Topics in management.
BUSA,438,Topics in General Management 4,0,,,,Management (Desautels Faculty Management),Topics in management.
BUSA,451D1,Creating Impact Through Research.,3,Fall 2025,,,Management (Desautels Faculty Management),The development of community impact initiative projects. Emphasis is placed on hands on experience related to integrated management and research activities aligned with the UN Sustainable Development Goals. Research projects are supervised by university professors. 
BUSA,451D2,Creating Impact Through Research.,3,Winter 2026,BUSA 451,,Management (Desautels Faculty Management),See BUSA 451D1 for course description.
BUSA,465,Technological Entrepreneurship.,3,Fall 2025; Winter 2026,FACC 300;INTG 201;INTG 215;MGCR 341,,Management (Desautels Faculty Management),Concentrating on entrepreneurship and enterprise development; particular attention is given to the start-up; purchasing and management of small to medium-sized industrial firms. The focal point is in understanding the dilemmas faced by entrepreneurs; resolving them; developing a business plan and the maximum utilization of the financial; marketing and human resources that make for a successful operation.
BUSA,471,Artificial Intelligence Ethics for Business.,3,Winter 2026,,,Management (Desautels Faculty Management),The implementation challenges of AI projects; exploration of how the adoption of AI requires addressing topics such as the impact of the technology on work and jobs; change management and employee buy-in; addressing legal and reputational risks; and ensuring the responsible and ethical use of AI.
BUSA,481,Managing in North America.,3,,,,Management (Desautels Faculty Management),Analysis of corporate strategies in the context of Canada-United States-Mexico Free Trade Agreement. Emphasis on public policy's impact on corporate decision-making and implications for management. Examines bilateral experience of major industrial sectors compared with global corporate strategies. Theoretical and empirical literature combined with industrial histories; policy and management case studies.
BUSA,497,Internship in International Business.,3,Summer 2025; Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),Internship with an approved host institution.
BUSA,498,International Internship.,6,,,,Management (Desautels Faculty Management),Internship with an approved host institution.
EXTL,EXMG,Exchange Term Away-Management,0,Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),
EXTL,IUMG,Inter-University Transfer,0,,,,Management (Desautels Faculty Management),
EXTL,LAMG,Leave of Absence-Management,0,Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),
EXTL,TAMG,Term Away-Management,0,Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),
FIGM,TRP,Meet McGill,0,Winter 2026,,,Management (Desautels Faculty Management),Meet McGill Trip sponsored by Career Services; Desautels Faculty of Management.
FINE,342,Corporate Finance.,3,Summer 2025; Fall 2025; Winter 2026,MGCR 341,,Management (Desautels Faculty Management),In-depth study of corporate finance; risk; diversification; portfolio analysis; and capital market theory.
FINE,434,Topics in Finance 1.,3,,MGCR 341,,Management (Desautels Faculty Management),Topics will be selected from current issues in the Finance Area.
FINE,435,Advanced Topics in Finance 1,3,,FINE 441;MGCR 341,,Management (Desautels Faculty Management),Advanced topics will be selected from current issues in the Finance Area.
FINE,436,Topics in Finance 2,0,Fall 2025,,,Management (Desautels Faculty Management),Topics will be selected from current issues in the Finance Area.
FINE,437,Topics in Finance 3,0,,,,Management (Desautels Faculty Management),Topics will be selected from current issues in the Finance Area.
FINE,438,Topics in Finance 4,0,Summer 2025,,,Management (Desautels Faculty Management),Topics will be selected from current issues in the Finance Area.
FINE,440,Honours Investment Management Research Project 1.,3,,,,Management (Desautels Faculty Management),Research work on company; industry; risk management; strategy and macro research reports; contemporary issues in finance presented by market practitioners.
FINE,440D1,Honours Investment Management Research Project 1.,1,Fall 2025,,,Management (Desautels Faculty Management),Research work on company; industry; risk management; strategy and macro research reports; contemporary issues in finance presented by market practitioners.
FINE,440D2,Honours Investment Management Research Project 1.,1,Winter 2026,FINE 440,,Management (Desautels Faculty Management),Research work on company; industry; risk management; strategy and macro research reports; contemporary issues in finance presented by market practitioners.
FINE,441,Investment Management.,3,Fall 2025; Winter 2026,MGCR 341,,Management (Desautels Faculty Management),Application of investment principles and security analysis to the selection and comparison of equity and fixed income securities in the current economic and financial environment. Also covered are: determinants of stock prices; growth models and portfolio diversification.
FINE,442,Capital Markets and Institutions.,3,Fall 2025; Winter 2026,MGCR 341,,Management (Desautels Faculty Management),Functions of the capital market through flow of funds analysis and an examination of portfolio activities of financial intermediaries. Also covered are: securities regulations and ethical considerations; the term structure of interest rates and risk and rates of return in debt and equity markets.
FINE,443,Applied Corporate Finance.,3,Summer 2025; Fall 2025; Winter 2026,FINE 342,,Management (Desautels Faculty Management),Concepts and techniques are applied to problems faced by managers in Corporate Finance; such as working capital management; capital budgeting; capital structure; dividend policy; cost of capital; and mergers and acquisition. Application of theory and techniques through case studies.
FINE,444,Security Trading and Market Making.,3,Winter 2026,MGCR 341,FINE 434,Management (Desautels Faculty Management),Half theory and half practical exercises using Rotman Interactive Trader software in the trading lab. Theory: principles of trading in different asset classes. Software simulated cases: the actual market environment is simulated where class participants trade in real time. As the market is running; students; given previously prepared strategies; start affecting market prices and see their profit and losses; given the strategies they implement.
FINE,445,Real Estate Finance.,3,Fall 2025,MGCR 341,,Management (Desautels Faculty Management),Fundamentals of mortgages from the viewpoint of both consumer and the firm. Emphasis on legal; mathematical and financial structure; provides a micro basis for analysis of the functions and performance of the mortgage market; in conjunction with the housing market.
FINE,446,Behavioural Finance.,3,Fall 2025; Winter 2026,MGCR 341,FINE 434,Management (Desautels Faculty Management),This course will focus on how; why and to what extent our "humanness" affects decision making pertaining to financial issues. Until Kahneman and Tversky came out with their landmark work; known as prospect theory; economics was based on the notion that individuals; companies; and even countries make decisions based on their financial self-interest. In fact this is one of the tenets of modern portfolio theory. Topics covered in the course include loss aversion; the disposition effect; the framing effect; and the endowment effect.
FINE,447,Venture Capital and Entrepreneurial Finance.,3,Winter 2026,MGCR 341,,Management (Desautels Faculty Management),This course is designed to provide an introduction to the startup production process with an emphasis on the institutions; processes; and problem solving approaches used in the financing of startup activity. The primary focus of the course is the venture capital industry though classroom discussions will also touch upon alternative funding channels like angel investors; accelerators and incubators; crowdfunding platforms; etc.
FINE,448,Financial Derivatives.,3,Fall 2025; Winter 2026,MGCR 341;MGSC 372,,Management (Desautels Faculty Management),The course will concentrate on both the analytical and practical aspects of investments in options and futures. The first part of the course concentrates on option and futures valuation; considering both discrete and continuous time models. The second part of the course concentrates on the practical aspects of options and futures trading.
FINE,449,Risk Management in Finance.,3,Winter 2026,FINE 441;MGSC 372,,Management (Desautels Faculty Management),Understanding; quantifying; and managing different types of financial risks. A broad overview of the tools required of someone pursuing a career in risk management; whether it is at a bank; an asset management fund; or a non-financial business. Topics include corporate hedging with derivatives; volatility and correlation modelling; non-normal distributions; Monte Carlo and historical simulations; liquidity risk; and capital requirements.
FINE,450,Honours Investment Management Research Project 2.,3,,FINE 440,,Management (Desautels Faculty Management),Continuation of research work on company; industry; risk management; strategy and macro research reports; contemporary issues in finance presented by market practitioners.
FINE,450D1,Honours Investment Management Research Project 2.,1,Fall 2025,FINE 440;FINE 440,,Management (Desautels Faculty Management),Continuation of research work on company; industry; risk management; strategy and macro research reports; contemporary issues in finance presented by market practitioners.
FINE,450D2,Honours Investment Management Research Project 2.,1,Winter 2026,FINE 440;FINE 450,,Management (Desautels Faculty Management),See full course description in FINE 450D1.
FINE,451,Fixed Income Analysis.,3,Winter 2026,FINE 441,,Management (Desautels Faculty Management),Fixed income financial instruments and their uses for both financial engineering and risk management (at the trading desk and aggregate firm level). This will involve coverage of fixed income mathematics; risk management concepts; term structure modeling; derivatives valuation and credit risk analysis.
FINE,452,Applied Quantitative Finance.,3,Fall 2025,MGCR 341;MGCR 271,,Management (Desautels Faculty Management),The course is built around a series of practical applications (backtesting trading strategies; yield curve modelling; derivatives hedging) and consists of lab sessions where lectures are mixed with time and support for solving the tasks in Matlab. No programming experience is required; but a willingness to learn is.
FINE,455,Alternative Investments.,3,,FINE 441,,Management (Desautels Faculty Management),Alternative asset classes and analysis of the expected risk and return on alternative investment strategies including long-short equity; convertible arbitrage; managed futures; and quantitative trading strategies. Alternative investment strategies include commodities; derivatives; hedged strategies; real estate; private equity and venture capital.
FINE,456,Hedge Fund Strategies and Trading.,3,Fall 2025; Winter 2026,MGCR 341,FINE 434,Management (Desautels Faculty Management),Introduction to hedge fund investment strategies that seek to generate alpha and alternative beta by using securities selection; market timing; position sizing; and risk management. Execution of these strategies in a cross-asset context that includes fixed income; commodities; equities; and foreign exchange.
FINE,460,Financial Analytics.,3,,MGCR 341,,Management (Desautels Faculty Management),An extensive study of the empirical methods casually used in the different subfields of finance. Examination of the most popular statistics models used in finance; both from a theoretical and practical point of view. An important emphasis will be put on the distinction between models of financial mechanisms; and those motivated purely by efficacy.
FINE,464,Pension Funds and Retirement Systems.,3,Winter 2026,FINE 441,,Management (Desautels Faculty Management),Challenges that pension fund managers currently face. Principles of asset-liability management; the common risks to retirement income; long-term investment strategies; the design of retirement systems around the world; and the current retirement savings shortfall.
FINE,465,Sustainable Finance .,3,Winter 2026,MGCR 341,FINE 434,Management (Desautels Faculty Management),Exploration of the financial implications associated with climate change and the transition to a low carbon economy. Topics covered include the integration of environmental; social and governance (ESG) considerations into the decision-making process of investment managers and corporate financial managers; including conducting a sustainability analysis for a company in an investment context.
FINE,477,Fintech for Business and Finance.,3,Winter 2026,MGCR 341;MGCR 293,,Management (Desautels Faculty Management),Digital technologies and their strategic impact on businesses. FinTech as source of financing; means to learn/engage the market; wider financial inclusion; vehicles for individual investment in innovation. Securities/reward-based crowdfunding; digital payments/transfers; blockchain; crypto-tokens and smart contracts. Theoretical tools from game theory; strategy; corporate finance and economics. Connections to technology firms; platform businesses; traditional banking and venture capital.
FINE,482,International Finance 1.,3,Fall 2025; Winter 2026,MGCR 341,,Management (Desautels Faculty Management),The international financial environment as it affects the multinational manager. Balance of payments concepts; adjustment process of the external imbalances and the international monetary system. In depth study of the institutional and theoretical aspects of foreign exchange markets; international capital markets; including Eurobonds and eurocredit markets.
FINE,490,Mergers and Corporate Reorganizations.,3,Fall 2025,FINE 342,FINE 434;FINE 492,Management (Desautels Faculty Management),Mergers; acquisitions; and leveraged buyouts or restructurings in bankruptcy in relation to corporate governance. Conceptual aspects of these transactions (their purposes; executions; and structures); as well as applied aspects such as their valuations and implications on firm value.
FINE,492,International Corporate Finance.,3,,FINE 342,,Management (Desautels Faculty Management),Focus on the financial and operational management of multinational enterprises including (but not limited to) financing and capital budgeting decisions; corporate governance and its implications on valuation and control; and recent developments in international capital markets.
FINE,496,R for Investment.,3,,FINE 441;MGCR 341,FINE 435,Management (Desautels Faculty Management),Exploration of programming skills (in the widely used software “R”) needed to put finance theory into practice. Implementation and evaluation of quantitative trading strategies based on underlying ‘factor risks.’
FINE,541N1,Applied Investments.,1,Winter 2026,MGCR 341,,Management (Desautels Faculty Management),Students are exposed to practical aspects of managing investment portfolios. A principal activity of students is participation in the management of a substantial investment fund.
FINE,541N2,Applied Investments.,1,Fall 2025,FINE 541,,Management (Desautels Faculty Management),See FINE 541N1 for course description.
FINE,547,Advanced Finance Seminar.,3,Fall 2025,MGCR 651,,Management (Desautels Faculty Management),Selected topics will be discussed by Faculty members; invited guest speakers; and the students. Each student is required to select a topic for study and prepare a written report for presentation.
INDR,294,Introduction to Labour-Management Relations.,3,Fall 2025,,,Management (Desautels Faculty Management),An introduction to labour-management relations; the structure; function and government of labour unions; labour legislation; the collective bargaining process; and the public interest in industrial relations.
INDR,459,Comparative Employment Relations.,3,,,,Management (Desautels Faculty Management),Comparison of employment relations in current socio-political and economic context of a variety of nations. Emphasis on historical and recent developments in labour-management relations; labour legislation; institutional structures; collective bargaining; contract coverage; and the role of multi-national corporations.
INDR,492,Globalization and Labour Policy.,3,,INDR 294,,Management (Desautels Faculty Management),Exploration of contemporary labour policies around the world in the context of globalization. Topics include labour market functioning; international trade; technological change; flexibility; employment standards; protective legislation; employment practices.
INDR,494,Labour Law.,3,,INDR 294,,Management (Desautels Faculty Management),Introduction to the basic concepts of labour law relevant to the practice of industrial relations. Historical development of labour law in certain social and legal systems and the culmination in the legislative enactments and jurisprudence of Canadian jurisdictions and certain comparative foreign models.
INDR,496,Collective Bargaining.,3,,INDR 294,,Management (Desautels Faculty Management),Principles of collective bargaining in Canada and abroad. Problem oriented. Mock collective bargaining sessions provide an opportunity for students to apply knowledge gained.
INSY,331,Managing and Organizing  Digital Technology.,3,Fall 2025,MGCR 331,,Management (Desautels Faculty Management),Tools and concepts necessary to manage information systems in an organization: hardware/software/telecom administration; knowledge discovery/management; web-technologies; and computer security. Focuses on both mechanical aspects of IT and conceptual understanding with regard to impact on business organizations.
INSY,333,Systems Analysis and Modeling.,3,Fall 2025,MGCR 331,,Management (Desautels Faculty Management),First two phases of the software development life cycle. Techniques used to conduct system requirement analysis; practical application of the analyst role in identifying operational problems; defining information system requirements; working with technical and non-technical staff; and making recommendations for system improvement.
INSY,334,Design Thinking for User Experience.,3,Fall 2025,,INSY 434,Management (Desautels Faculty Management),Design of user interfaces for web and mobile applications; design thinking process; principles of good design to produce technology-enabled solutions. Topics include user research methods; problem definition; ideation; prototyping and testing of user interfaces.
INSY,336,Data Handling and Coding for Analytics.,3,Fall 2025; Winter 2026,MGCR 331,,Management (Desautels Faculty Management),Preparation and analysis of data for business analytics. Topics include: data acquisition; data manipulation and computer programming for statistical analysis.
INSY,339,Digital Consulting.,3,,MGCR 331,,Management (Desautels Faculty Management),Developing a digital technology consulting practice by exploring the right sequence of phases: entry and scoping of technology; contracting; diagnosis and data collection; managing resistance and feedback; effective technology implementation. Case studies on big data analytics; user experience and e-commerce. 
INSY,341,Developing Business Applications.,3,Winter 2026,MGCR 331,,Management (Desautels Faculty Management),Fundamental programming techniques; concepts; and data structures. Discusses modularization and maintainability. Emphasis on facilitating communication and understanding between systems analysts and programmers to support decision-making.
INSY,431,IT Implementation Management.,3,Winter 2026,MGCR 331,,Management (Desautels Faculty Management),Exposure to a variety of real-life strategic and operational issues that arise when implementing IT. It may involve the selection process of an information technology; its introduction; implementation; management and/or improvement.
INSY,432,Digital Business Models.,3,,MGCR 331,,Management (Desautels Faculty Management),Discusses the role of the information systems in enabling new digital business models within and across organizations. Focuses on platforms and models of the sharing economy in different industries as well as new forms of business activities enabled by technologies. Discusses economic; strategic and organizational issues of these models.
INSY,434,Topics in Information Systems 1.,3,,MGCR 331,,Management (Desautels Faculty Management),Current topics in the area of information systems.
INSY,435,Topics in Information Systems 2,0,Fall 2025,,,Management (Desautels Faculty Management),Current topics in the area of information systems.
INSY,437,Managing Data and Databases.,3,Winter 2026,MGCR 331,,Management (Desautels Faculty Management),Management of organizational data; implementation of database management systems; and the roles and responsibilities of data management personnel. Explores different models of data representation with an emphasis on the relational model; simple and complex SQL queries.
INSY,440,E-Business.,3,Fall 2025,MGCR 331,,Management (Desautels Faculty Management),Build the knowledge base and skills needed to face today's electronic business challenges; opportunities; and issues. Explore important concepts; models; tools and applications related to e-business.
INSY,442,Data Analysis and Visualization.,3,Fall 2025; Winter 2026,MGCR 331,,Management (Desautels Faculty Management),Overview of methods and tools for analyzing business data to improve business decision-making; focusing on data visualization using hands-on learning.
INSY,446,Data Mining for Business Analytics.,3,Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),Practical methods and techniques for data mining and predictive analytics to solve business problems. Use of statistical tools for hands-on learning. Topics covered include supervised learning; unsupervised learning; and text mining.
INSY,448,Text and Social Media Analytics.,3,Winter 2026,INSY 336;MGCR 331,,Management (Desautels Faculty Management),The unlimited opportunities that exist today to leverage the power of user generated content analytics; focusing on questions ranging from strategic to operational matters pertaining to a firm’s social media initiatives; metrics to capture relevant outcomes; and predictive analysis to link social media chatter to business performance. 
INSY,450,Information Systems Project Management.,3,Winter 2026,MGCR 331,,Management (Desautels Faculty Management),Practical principles of project management essential to successful IS development projects or other complex undertakings within an organization; includes methods for defining; planning; and scheduling activities and resources. Discusses managerial and behavioural issues.
INSY,454,Technological Foundation for E-Commerce.,3,,MGCR 331,,Management (Desautels Faculty Management),Technology trends and vocabulary pertaining to current technology developments in E-Commerce. Practical IT skills in web application design; including ASP; XML; etc. Discusses business issues affected by the introduction of e-technologies.
INSY,455,Technology and Innovation for Sustainability.,3,Winter 2026,,,Management (Desautels Faculty Management),The role of information and other technologies in the size and nature of an organization’s environmental ‘footprint’. Achieving sustainability through strategic innovation; such as digitization; recycling; reuse of materials; sustainable design; LEED certifications; smart grids and energy metrics. Analyzing the environmental benefits and hidden costs of novel technologies.
INSY,463,Deep Learning for Business Analytics.,3,,INSY 336,,Management (Desautels Faculty Management),Theory of Neural Networks and its applications for business analytics; including how to build and train Neural Networks to derive insights from unstructured text and image data in business contexts. Introduction to the ecosystem of software packages needed in Python; including: NumPy; Pandas; Sklearn. The theory and implementation of Neural Networks and Deep Learning. How to apply various deep learning models to real-world problems and demonstration of their power in the new data-abundant business world.
INTG,215,Entrepreneurship Essentials for Non-Management Students.,3,Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),Fundamental concepts; theories; and practices of entrepreneurship. Focus on identifying opportunities; developing business ideas; and understanding key components of starting and managing a business. 
MGCR,211,Introduction to Financial Accounting.,3,Summer 2025; Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),The role of financial accounting in the reporting of the financial performance of a business. The principles; components and uses of financial accounting and reporting from a user's perspective; including the recording of accounting transactions and events; the examination of the elements of financial statements; the preparation of financial statements and the analysis of financial results.
MGCR,222,Introduction to Organizational Behaviour.,3,Summer 2025; Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),Individual motivation and communication style; group dynamics as related to problem solving and decision making; leadership style; work structuring and the larger environment. Interdependence of individual; group and organization task and structure.
MGCR,233,Data Programming for Business.,3,Summer 2025; Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),Introduction to data programming for management students.
MGCR,250,Expressive Analysis for Management. ,3,Fall 2025; Winter 2026,,BUSA 250,Management (Desautels Faculty Management),Focusing on skills with respect to analysis; writing and presentation in management. 
MGCR,271,Business Statistics.,3,Fall 2025; Winter 2026,MATH 122;MATH 140;MATH 123;MATH133),ECON 227;ECON 257;MATH 203;MATH 204;MATH 324;MATH 203;PSYC 204,Management (Desautels Faculty Management),Statistical concepts and methodology; their application to managerial decision-making; real-life data; problem-solving and spreadsheet modeling. Topics include: descriptive statistics; normal distributions; sampling distributions and estimation; hypothesis testing for one and two populations; goodness of fit; analysis of variance; simple and multiple regression.
MGCR,293,Managerial Economics.,3,Summer 2025; Fall 2025; Winter 2026,,ECON 208;ECON 230;ECON 250,Management (Desautels Faculty Management),The course focuses on the application of economic theory to management problems and the economic foundations of marketing; finance; and production. Attention is given to the following topics: price and cost analysis; demand and supply analysis; conditions of competition.
MGCR,294,The Firm in the  Macroeconomy.,3,Summer 2025; Fall 2025; Winter 2026,,ECON 295;ECON 209;ECON 332;ECON 333;ECON 330;ECON 352,Management (Desautels Faculty Management),Topics and tools of macroeconomics such as national accounting; the IS-LM model; the drivers of output and business cycles; and the basics of monetary policy and inflation. Emphasis on financial markets; the role of expectations; and the reasons for possible deviations from full information market efficiency.
MGCR,331,Information Technology Management .,3,Summer 2025; Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),Introduction to principles and concepts of information systems in organizations. Topics include information technology; transaction processing systems; decision support systems; database and systems development. Students are required to have background preparation on basic micro computer skills including spreadsheet and word-processing.
MGCR,341,Introduction to Finance.,3,Summer 2025; Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),An introduction to the principles; issues; and institutions of Finance. Topics include valuation; risk; capital investment; financial structure; cost of capital; working capital management; financial markets; and securities.
MGCR,352,Principles of Marketing.,3,Summer 2025; Fall 2025; Winter 2026,,,Management (Desautels Faculty Management),Introduction to marketing principles; focusing on problem solving and decision making. Topics include: the marketing concept; marketing strategies; buyer behaviour; Canadian demographics; internal and external constraints; product; promotion; distribution; price. Lectures; text material and case studies.
