Academic Unit,Course Number,Course Title,Credits,Semester,Prerequisites,Restrictions,Offered By,Description
BIOC,312,Biochemistry of Macromolecules.,3,Winter 2026,BIOC 311;BIOC 212;BIOL 200;BIOL 201,,Biochemistry (Faculty of Science),Gene expression from the start of transcription to the synthesis of proteins; their modifications and degradation. Topics covered: purine and pyrimidine metabolism; transcription and its regulation; mRNA processing; translation; targeting of proteins to specific cellular sites; protein glycosylation; protein phosphorylation; protein turn-over; programmed cell death (apoptosis).
BIOC,320,Laboratory Methods in Biochemistry and Molecular Biology 2.,3,Fall 2025,BIOC 220,BIOL 301,Biochemistry (Faculty of Science),Modern molecular-biological methods for isolation and characterization of nucleic acids and for analysis of RNA and protein expression; including: plasmid expression; isolation; restriction and ligation; electrophoretic methods and Western blotting; PCR and qPCR applications; immunofluorescence microscopy and basic bioinformatics approaches.
BIOC,396,Undergraduate Research Project.,3,Fall 2025,BIOC 220;MIMM 212,,Biochemistry (Faculty of Science),Independent research project with a final written report.
BIOC,404,Biophysical Methods in Biochemistry.,3,Winter 2026,CHEM 204;CHEM 214,,Biochemistry (Faculty of Science),Applications and fundamental bases of important biophysical techniques used in modern biochemistry research laboratories to isolate; characterize and determine the structure and dynamics of proteins; nucleic acids; small molecules and complexes that underlie life and disease.
BIOC,450,Protein Structure and Function.,3,Fall 2025,BIOC 311;BIOC 312,,Biochemistry (Faculty of Science),Primary; secondary; tertiary and quaternary structure of enzymes. Active site mapping and site-specific mutagenesis of enzymes. Enzyme kinetics and mechanisms of catalysis. Multienzyme complexes.
BIOC,454,Nucleic Acids.,3,Fall 2025,BIOC 311;BIOC 312,,Biochemistry (Faculty of Science),RNA processing; localization and stability. RNAi mechanisms; regulation and applications. Regulation of DNA replication. Genomics: human genome sequence; regulation and organization. DNA repair mechanisms. Special topics on transgenics; genetic diseases and cancer.
BIOC,458,Membranes and Cellular Signaling.,3,Winter 2026,ANAT 212;ANAT 262;ANAT 365;BIOC 212;BIOC 312;BIOC 311;BIOL201;;BIOL 205;PHGY 209,ANAT 458;ANAT 458,Biochemistry (Faculty of Science),An integrated treatment of the properties of biological membranes and of intracellular signaling; including the major role that membranes play in transducing and integrating cellular regulatory signals. Biological membrane organization and dynamics: membrane transport; membrane receptors and their associated effectors; mechanisms of regulation of cell growth; morphology; differentiation and death.
BIOC,462,Research Laboratory in Biochemistry.,6,Fall 2025,BIOC 320,,Biochemistry (Faculty of Science),A laboratory research project and related written review article all performed under the supervision of the same professor.
BIOC,470,Lipids and Lipoproteins in Disease.,3,Winter 2026,BIOC 311,,Biochemistry (Faculty of Science),Structure; function and metabolism of lipids and lipoproteins as they relate to lipid storage diseases; obesity; insulin resistance; diabetes; heart disease; Alzheimers disease and other neurological diseases. Transcriptional and post-translational mechanisms governing the synthesis and degradation of important enzymes; lipids; and lipid transport molecules; role of lipid mediators in signaling pathways and protein modification; assembly and dynamics of lipoproteins and biological membranes; genetic disruptions of lipid regulatory proteins such as cell surface receptors leading to human disease.
BIOC,491,Independent Research.,6,Fall 2025; Winter 2026,BIOC 462,,Biochemistry (Faculty of Science),Individual work on a project to be performed in a research laboratory.
BIOC,503,Biochemistry of Immune Diseases.,3,Winter 2026,BIOC 311;BIOC 312,,Biochemistry (Faculty of Science),Current selected topics in immunology. The biochemical mechanisms underlying various immuno-pathologies and the clinical significance of therapeutic interventions.
BIOL,101,Organismal Biology Laboratory.,1,Fall 2025,,BIOL 111,Biology (Faculty of Science),Laboratory component of BIOL 111. May be taken only by transfer students who have completed elsewhere the lecture component but not the laboratory of BIOL 111 and only with permission of the Associate Dean (Student Affairs) of Science.
BIOL,102,Cell and Molecular Biology Methods.,1,Winter 2026,,BIOL 112,Biology (Faculty of Science),The laboratory component of BIOL 112. May be taken only by transfer students who have completed elsewhere the lecture component but not the laboratory of BIOL 112 and only with permission of the Associate Dean (Student Affairs) of Science.
BIOL,111,Principles: Organismal Biology.,3,Fall 2025,,BIOL 115,Biology (Faculty of Science),An introduction to the phylogeny; structure; function and adaptation of unicellular organisms; plants and animals in the biosphere.
BIOL,112,Cell and Molecular Biology.,3,Winter 2026,,AEBI 122;BIOL 115,Biology (Faculty of Science),The cell: ultrastructure; division; chemical constituents and reactions. Bioenergetics: photosynthesis and respiration. Principles of genetics; the molecular basis of inheritance and biotechnology.
BIOL,115,Essential Biology.,3,Fall 2025,,BIOL 111;BIOL 112,Biology (Faculty of Science),An introduction to biological science that emphasizes the manner in which scientific understanding is achieved and evolves and the influence of biological science on society. Topics will include cell structure and function; genetics; evolution; organ physiology; ecology and certain special topics that change from year to year.
BIOL,200,Molecular Biology.,3,Fall 2025,BIOL 112,,Biology (Faculty of Science),The physical and chemical properties of the cell and its components in relation to their structure and function. Topics include: protein structure; enzymes and enzyme kinetics; nucleic acid replication; transcription and translation; the genetic code; mutation; recombination; and regulation of gene expression.
BIOL,201,Cell Biology and Metabolism.,3,Winter 2026,BIOL 200,ANAT 212;BIOC 212,Biology (Faculty of Science),This course introduces the student to our modern understanding of cells and how they work. Major topics to be covered include: photosynthesis; energy metabolism and metabolic integration; plasma membrane including secretion; endocytosis and contact mediated interactions between cells; cytoskeleton including cell and organelle movement; the nervous system; hormone signaling; the cell cycle.
BIOL,202,Basic Genetics.,3,Winter 2026,BIOL 200;BIOL 219,BIOL 302;LSCI 204,Biology (Faculty of Science),Introduction to basic principles; and to modern advances; problems and applications in the genetics of higher and lower organisms with examples representative of the biological sciences.
BIOL,205,Functional Biology of Plants and Animals.,3,Winter 2026,BIOL 200;BIOL 219,,Biology (Faculty of Science),Unified view of form and function in animals and plants. Focus on how the laws of chemistry and physics illuminate biological processes relating to the acquisition of energy and materials and their use in movement; growth; development; reproduction and responses to environmental stress.
BIOL,206,Methods in Biology.,3,Fall 2025,BIOL 111,,Biology (Faculty of Science),Introduction to modern methods used in organismal biology; including ecological sampling; experimental methods and statistics. Particular emphasis is on ways of thinking about  the design of sampling programs and the analyses of data to test hypotheses using observational or experimental data.
BIOL,210,Perspectives of Science.,3,Fall 2025,,,Biology (Faculty of Science),This course is an introduction to the thinking; language and practices of scientists. Its objective is to bridge the gap between science and the humanities; and in particular to allow students enrolled in the Minor Concentration in Science for Arts to pursue their interests in specific scientific disciplines.
BIOL,215,Introduction to Ecology and Evolution.,3,Fall 2025,BIOL 111,ENVR 202,Biology (Faculty of Science),An introduction to the fundamental processes of ecology and evolution that bear on the nature and diversity of organisms and the processes that govern their assembly into ecological communities and their roles in ecosystem function.
