Academic Unit,Course Number,Course Title,Credits,Semester,Prerequisites,Restrictions,Offered By,Description
MUCO,340D1,Composition 2.,2,Fall 2025,MUCO 245;MUCO 246,,Music Research (Schulich School of Music),Composition tutorial. Weekly hour-long private composition lessons. Students are required to complete; at a minimum; a five-minute composition in each of the fall and winter semesters; or the equivalent (for example; a 10-minute composition completed over the course of both semesters). Works may include acoustic instruments and/or voices; with or without electronics. Goals may include advancement of technique; study of relevant repertoire and development of a personal musical style.
MUCO,340D2,Composition 2.,2,Winter 2026,MUCO 340,,Music Research (Schulich School of Music),See MUCO 340D1 for course description.
MUCO,341,Digital Studio Composition 1.,3,Fall 2025,MUCO 246;MUCO 230,,Music Research (Schulich School of Music),Composition with MIDI; audio recording; digital audio signal processing software and hardware. Creation of small-scale composition studies using technological resources in the context of electroacoustic music. The hands-on activities will include critical listening and evaluation of electronic and computer music repertoire.
MUCO,342,Digital Studio Composition 2.,3,Winter 2026,MUCO 341,,Music Research (Schulich School of Music),Advanced composition with MIDI; audio recording; digital audio signal processing software and hardware. Creation of complete electroacoustic pieces and/or production of audio media materials.
MUCO,360,Orchestration 2.,3,Winter 2026,MUCO 261,,Music Research (Schulich School of Music),Reduction of orchestral scores for piano. Scoring and transcription of piano works for different ensembles. Instruments studied: brass and percussion. Orchestration: brass ensembles; percussion ensembles and combinations. Scoring for full orchestra.
MUCO,374,Special Topic in Composition 2.,3,,MUCO 240;MUCO 240;MUHL 184;MUHL 185;MUHL 186;MUHL 286;MUSP 231;MUSP 241;MUTH 211;MUTH 250,,Music Research (Schulich School of Music),Special topic in composition.
MUCO,440D1,Composition 3.,2,Fall 2025,MUCO 340,,Music Research (Schulich School of Music),Composition tutorial.   Continuation of MUCO 340. Students may work with the same instructor; or choose to work with a different instructor.
MUCO,440D2,Composition 3.,2,Winter 2026,MUCO 440,,Music Research (Schulich School of Music),See MUCO 440D1 for course description.
MUCO,460,Orchestration 3.,2,Fall 2025,MUCO 240;MUCO 261;MUCO 360,,Music Research (Schulich School of Music),Analysis of advanced orchestration techniques. Various orchestration theories and practices used by composers; particularly in the twentieth century including the study of extended techniques.
MUCO,475,Special Project: Composition.,3,,MUCO 340,,Music Research (Schulich School of Music),A student or students may engage in an individual research project with the approval of the Departmental Chair and under appropriate supervision.
MUCO,541,Advanced Digital Studio Composition 1.,3,Fall 2025,MUCO 342,,Music Research (Schulich School of Music),Advanced topics in digital studio composition. Aesthetics and poetics of electroacoustic composition. Analytical approaches to this repertoire. Use of digital signal processing and synthesis techniques. Creation of complete pieces incorporating music technology which may include a live performance component.
MUCO,542,Advanced Digital Studio Composition 2.,3,,MUCO 541,,Music Research (Schulich School of Music),Further advanced topics in digital studio composition culminating in a complete large-scale work incorporating music technology; including computer-assisted composition; analysis/resynthesis techniques; and new gestural controllers for live performance of digital musical instruments.
MUCO,575,Topics in Composition.,3,Winter 2026,MUCO 340,,Music Research (Schulich School of Music),Pitch systems; harmonic concepts and compositional techniques from the late 19th Century to the present.
MUCT,235,Vocal Techniques.,3,Winter 2026,,,Music Research (Schulich School of Music),Development of basic singing skills through group voice lessons; lectures; and Choral Lab performances. Emphasis will be on: text production; breathing; projection; clarity of vowels and consonants; the International Phonetic Alphabet; and definition of voice categories. Simple diagnostic teaching skills will be developed through observation of group voice lessons.
MUCT,315,Choral Conducting 1.,3,Winter 2026,MUCT 235;MUCT 235;MUGT 215;MUGT 215;MUSP 229;MUSP 240;MUTH 211;MUTH 250,,Music Research (Schulich School of Music),The fundamental skills of choral conducting; including baton technique; score reading; and rehearsal procedures. Conducting materials will be selected from representative choral works.
MUEN,454,Introductory Opera Repertoire Experience.,2,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Instruction on Acting Methods; Aria as Monologue; theatrical movement; and script/score analysis as well as take part in production singing roles; covering roles; and/or singing in the ensemble. The course culminates in a Scenes Program that may include repertoire from the last 400 years of opera; operetta; Singspiel; opéra comique; musical theatre; and 21st century works.
MUEN,496,Opera Studio.,2,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Coachings; rehearsals; stagings; technical/dress rehearsals in the theatre; and performances in front of an audience.
MUEN,540,Chamber Music Project 1.,0,,,,Performance (Schulich School of Music),Chamber music ensemble for various instruments.
MUEN,541,Chamber Music Project 2.,0,,,,Performance (Schulich School of Music),Chamber music ensemble for various instruments.
MUEN,553,Vocal Chamber Ensemble.,1,,,,Performance (Schulich School of Music),Vocal ensemble repertoire written after 1800.
MUEN,556,Introduction to Collaborative Piano 1.,1,Fall 2025,,MUEN 583,Performance (Schulich School of Music),Aspects and techniques of performing in ensembles; including vocal accompanying; piano duos; instrumental duos and chamber ensemble work. Ensemble score-reading; preparation and performance analysis.
MUEN,557,Introduction to Collaborative Piano 2.,1,,,,Performance (Schulich School of Music),Developing the collaborative performance. Masterclass-style coaching of assignments in vocal accompanying; piano duos; instrumental duos and chamber ensemble work. Further ensemble score-reading; preparation and performance analysis.
MUEN,560,Chamber Music Ensemble.,1,Summer 2025; Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Ensemble for chamber music - various instruments.
MUEN,561,2nd Chamber Music Ensemble.,1,Fall 2025,,,Performance (Schulich School of Music),Chamber music of the Medieval; Renaissance and Baroque periods.
MUEN,562,Guitar Ensemble.,1,Fall 2025,,,Performance (Schulich School of Music),Performance of guitar ensemble repertoire and transcriptions throughout music history and in various genres.
MUEN,563,Jazz Vocal Workshop.,2,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Vocal workshop for jazz musicians.
MUEN,565,String Quartet Seminar.,2,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),An overview of the history of the string quartet genre and literature for this formation. Basic principles of string ensemble playing; intonation; matching sound production; cueing; etc.; will be addressed. Regular performances in a masterclass setting. Participation in an orchestra program as assigned when warranted by ensemble needs.
MUEN,567,Beethoven Orchestra.,1,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),A reading orchestra that also functions as a conductor's workshop orchestra. Repertoire includes the complete Beethoven Symphonies.
MUEN,568,Multiple Ensemble 1.,1,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Special arrangement ensemble.  Topic varies by year.
MUEN,569,Tabla Ensemble.,1,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Performance and practice of the tabla of North India.
MUEN,570,Jazz Combo.,1,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),A Jazz Improvisation Ensemble of approximately 4 to 9 players.
MUEN,571,Jazz Combo Project.,0,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),A Jazz Improvisation Ensemble of approximately 4 to 9 players.
MUEN,572,Cappella Antica.,2,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),An ensemble of 8 to 12 voices specializing in early music. N.B. This ensemble may substitute as a Basic Ensemble in programs that specify Choral Ensemble; with Departmental approval.
MUEN,573,Baroque Orchestra.,2,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Open to singers and instrumentalists; this ensemble specializes in chamber music primarily of the Baroque era.
MUEN,574,Afro-Cuban/Brazilian Jazz Combo.,1,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),This course covers Afro-Cuban and Brazilian folk music and the jazz-related music that has come directly from it. Much of the work is based on the rhythmic patterns and grooves from these countries.
MUEN,578,Song Interpretation 1.,1,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Normally open only to Voice and Piano Performance students. Study of the standard song repertoire with emphasis on the singer and pianist as partners. A public recital will be given at the end of each term.
MUEN,579,Song Interpretation 2.,1,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Study of song repertoire for singers and pianists.
MUEN,580,Early Music Ensemble.,1,Fall 2025; Winter 2026,MUPG 272,,Performance (Schulich School of Music),An ensemble of 4-6 vocalists and instrumentalists which performs music of the Medieval; Renaissance and Baroque periods.
MUEN,581,Introduction to Ensemble Playing for Pianists.,1,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Concentration on interpretation and performance of piano duet and two piano repertoire.
MUEN,582,Piano Ensembles.,1,Fall 2025; Winter 2026,MUEN 581,,Performance (Schulich School of Music),Ensemble playing in two-piano and piano 4-hand repertoire.
MUEN,584,Studio Accompanying.,1,Fall 2025,,,Performance (Schulich School of Music),Highly qualified collaborative partners will be assigned to work independently with studio teachers and their students.
MUEN,585,Sonata Masterclass.,1,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Exploration of the vast literature for sonatas with piano and instrument; including multiple issues of ensemble preparation and performing.
MUEN,586,Opera Coaching.,1,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Supervised playing of Opera McGill scenes and productions; repetiteur and rehearsal pianist responsibilities; playing of performance of operatic scenes.    
MUEN,587,Cappella McGill.,2,,,,Performance (Schulich School of Music),An ensemble of 16 voices performing challenging repertoire from the Renaissance to the present day. Since the expectation is a level of performance equivalent to a professional chamber ensemble; singers wishing to join this group should have had considerable ensemble experience; and advanced vocal and sight-reading skills.
MUEN,588,Multiple Ensemble 2.,1,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Special arrangement ensemble.  Topic varies by year.
MUEN,589,Woodwind Ensembles.,1,,,,Performance (Schulich School of Music),Ensemble for woodwind instruments.
MUEN,590,McGill Wind Orchestra.,2,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Large ensemble for wind instruments.
MUEN,591,Brass Consort.,1,,,,Performance (Schulich School of Music),Ensemble for brass instruments.
MUEN,592,Chamber Jazz Ensemble.,2,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),This ensemble will deal with the extensive repertoire of music which exists for small jazz orchestra (9-13 instruments).
MUEN,593,Choral Ensembles.,2,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Students enrolling in Choral Ensembles will be assigned to one of the above groups.
MUEN,594,Contemporary Music Ensemble.,2,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Ensemble for contemporary music - instruments and voice.
MUEN,595,Jazz Ensembles.,2,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Ensemble for jazz - instruments and voice.
MUEN,596,Opera Repetiteur.,2,,,,Performance (Schulich School of Music),Supervised coaching of singers; and playing of scenes and productions; rehearsal pianists and backstage conducting responsibilities.
MUEN,597,McGill Symphony Orchestra.,2,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Ensemble for orchestral instruments.
MUEN,598,Percussion Ensembles.,1,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Ensemble for percussion instruments.
MUEN,599,Jazz Studio Orchestra.,1,,,,Performance (Schulich School of Music),Augmented big band orchestra to include strings; clarinets; and other winds and brass as appropriate to the repertoire.
MUGT,201,Ojibwe Song and Drum.,3,Fall 2025,,,Music Research (Schulich School of Music),Introduction to the role and meaning of drum and song within Ojibwe society; drawing upon and contributing to Anishinaabe Kendasawin. The interconnected relationship between song and story across key thematic areas including creation; land; language and spirit.
MUGT,205,Psychology of Music.,3,Fall 2025,,,Music Research (Schulich School of Music),Introduction to the discipline of psychology ofmusic. Topics include: musical development across the life course; the development of musical expertise; emotional responses to music; musical identity; music perception and cognition; and the link between music; healthand wellbeing.
MUGT,215,Basic Conducting Techniques.,1,Fall 2025; Winter 2026,MUSP 129;MUSP 140;MUTH 110;MUTH 111;MUTH 150,,Music Research (Schulich School of Music),Development of basic manual dexterity and rehearsal skills. Topics include: preparatory posture; establishing tempo; releases; simple duple and triple metre beat patterns; cueing; dynamics; fermata; transposition; terminology; score preparation; and listening.
MUGT,305,Introduction to Music Therapy.,3,,MUSP 229;MUSP 140;MUTH 210;MUTH 150,,Music Research (Schulich School of Music),Introduction to basic principles and techniques of music therapy. Topics will include: definitions of music therapy; identifying and developing an understanding of the individual's special needs; simple social; emotional; and physiological therapeutic applications; and music as a motivational tool. Will include limited field observation.
MUGT,350,Introduction to Applied Research in Music.,3,Winter 2026,,,Music Research (Schulich School of Music),Introduction to applied research in music performance sciences. Topics include: approaches to research in music performance sciences (participatory; communityfocused; pragmatic; quantitative and qualitative); types of research and the research design process in relation to relevant topics in music performance sciences (e.g.; optimal performance; performer wellness; careers in music). Foundational research skills will be covered; including identifying problems and formulating relevant questions; decoding scientific language; engaging with ethics; examining research applications to performing practice. 
MUGT,354,Music for Children.,3,Winter 2026,,MUGT 356;MUGT 357,Music Research (Schulich School of Music),Using child centered approaches such as Orff; Kodaly and Dalcroze; students will explore techniques and philosophies for cultivating musical understanding in children aged 6-12. Research related to musical development and the fostering of creativity will also be investigated. A field experience and curriculum organization component is included.
MUGT,355,Music in Early Childhood.,3,Fall 2025,,,Music Research (Schulich School of Music),Organized as a laboratory; this course will explore the musical growth and development of children from birth to age six; with topics including heredity and environment; music skills and concept development; affective development; creativity; and musical activities.
MUGT,358,General Music for Adults and Teenagers.,3,Winter 2026,MUSP 131;MUSP 141;MUTH 210;MUTH 151,,Music Research (Schulich School of Music),General music approaches and teaching techniques for teens and adults.
MUGT,401,Issues in Music Education.,3,Fall 2025,MUSP 141;MUTH 250,,Music Research (Schulich School of Music),Issues in music education.  Topic varies by year.
MUGT,405,The Musician's Performing Body.,3,Winter 2026,,MUGT475 ,Music Research (Schulich School of Music),The role of the main anatomical bodily systems (e.g.; nervous; musculoskeletal; cardiorespiratory; endocrine; nutrition; stress; energy expenditure; and hearing) and associated physiological concepts; including scholarly understanding and application of scientific evidence in music learning; performing; and teaching. 
MUGT,475,Special Project.,3,Summer 2025,,,Music Research (Schulich School of Music),A student may engage in an individual research project with the approval of the Departmental Chair and under appropriate supervision.
MUGT,501,Transcribing Iroquoian Musics.,3,,,,Music Research (Schulich School of Music),Traditional social songs; discussion; analysis; and composition of new forms of Iroquoian music. The beliefs; concerns; issues; and realities that face ancient Iroquoian music and its people in the 21st century.
MUGT,563,Topics in Music Research  1.,1,,,,Music Research (Schulich School of Music),Selected topics in music research.
MUGT,564,Topics in Music Research 2.,2,,,,Music Research (Schulich School of Music),Selected topics in music research.
MUGT,565,Topics in Music Research 3.,3,Winter 2026,,,Music Research (Schulich School of Music),Selected topics in music research. 
MUHL,186,Western Musical Traditions.,3,Fall 2025,,,Music Research (Schulich School of Music),A survey of Western music from the Middle Ages to the present. Emphasis on key musical concepts and genres in their historical context and aural recognition of style.
MUHL,211,The Art of Listening.,3,Winter 2026,,,Music Research (Schulich School of Music),An introduction to the major forms and styles in Western music from the baroque to the present; with emphasis on guided listening in the classroom. The ability to read music is not a prerequisite.
MUHL,250,Women Making Music.,3,,,,Music Research (Schulich School of Music),Repertoire composed and/or performed by women since 1920; with a focus on North America and women's participation in music in a variety of roles. Special attention will be paid to the different challenges faced by women of different races and classes; in both avant-garde and popular music traditions.
MUHL,274,Topics in Music History,3,,,,Music Research (Schulich School of Music),Selected topics in historical events and their associated musical; political; and cultural contexts.
MUHL,282,Introduction to World Music.,3,,,,Music Research (Schulich School of Music),An examination of musical traditions from around the world; looking at musical genres; aesthetics; instruments; and musical systems. We will focus on how sound is framed and shaped by social settings; and how processes such as migration and oral transmission affect perception and performance.
MUHL,284,Romanticism and the Piano.,3,,,,Music Research (Schulich School of Music),A survey of nineteenth-century European piano music: the piano virtuoso as cult figure; the social functions of the piano; women and the piano; and developing Romantic sensibilities as expressed in piano music throughout the century. Repertoire will include works by a wide range of composers.
MUHL,285,Music of the Avant-Garde.,3,,,,Music Research (Schulich School of Music),Explorations into post-1945 sound environments; new timbres; "technological" music (electronic and computer music); minimalism; new aesthetics; the World Soundscape Project; global trends (cross-cultural influences; the New Romanticism; multi-media; protest music).
MUHL,286,Critical Thinking About Music.,3,Summer 2025; Fall 2025; Winter 2026,MUHL 186;MUJZ 187,MUTH 301,Music Research (Schulich School of Music),Examination of various periods and styles: e.g.; central works from different traditions; the interaction of music and society; performance practice; and music's relation to other arts.
MUHL,287,The Opera.,3,,,,Music Research (Schulich School of Music),A survey of opera from c. 1600 to the present. Opera as ritual; opera as spectacle; opera as catharsis; opera as business; opera and its literary models. The continuing relevance of the operatic experience today.
MUHL,289,The Symphony and Concerto.,3,,MUTH 101;MUTH 211,,Music Research (Schulich School of Music),An historical overview of two major genres in the current concert repertoire: baroque foundations; the Viennese achievement; Beethoven's influence; visionaries and nationalists after 1850; cross-currents in the twentieth century.
MUHL,292,Popular Music after 1945.,3,,,,Music Research (Schulich School of Music),An historical survey of major artists; genres; and styles in the most widespread traditions of postwar commercial music. The course will include practice in techniques of listening; discussion of the shaping institutions of commercial music; and consideration of the interaction of musical style and culture.
MUHL,293,Introduction to Jazz.,3,,,,Music Research (Schulich School of Music),A survey of the development of jazz from its late 19th-century origins in America to the present day; with an introduction to musical concepts relevant to the genre and consideration of sociocultural issues.
MUHL,299,Music and Queer Identity.,3,,MUHL 211;MUTH 101,,Music Research (Schulich School of Music),A survey of notable lesbian; gay; bisexual; transgender; queer composers and musicians in both art music and popular music; and an exploration of musical meaning from queer perspectives; covering topics such as coded expression; subcultural music-making; the value of mainstream visibility; and minority versus 'universal' aesthetics.
MUHL,314,Women in Music: A Cross-Cultural Perspective.,3,Fall 2025,MUHL 286,,Music Research (Schulich School of Music),A cross-cultural exploration of women's musical achievements in various historical periods. Develops understanding of both music and the social; political; and cultural forces shaping it. Music includes: sacred; love songs; opera; contemporary instrumental composition; and improvised genres with study organized around topics like authorship; genius/virtuosity; voice; body; power and technology.
MUHL,330,Music and Film.,3,Fall 2025,MUHL 286,,Music Research (Schulich School of Music),The modern genre of music for films; and its changing styles (symphonic; jazz; pop compilation) from the silent era to today. Includes study of major film composers in North America and other traditions; analysis of the role of music in cinematic narrative; expression and symbolism.
MUHL,362,Popular Music.,3,Fall 2025,MUHL 286,,Music Research (Schulich School of Music),History; criticism; and analysis of twentieth-century repertoires of popular musics. Detailed examination of special topics. These include genre and style in 1970s rock and soul; history of the Broadway musical; approaches to the transcription of pop music; and/or constructions of race and gender in music video.
MUHL,366,The Era of the Fortepiano.,3,Winter 2026,MUHL 286,,Music Research (Schulich School of Music),Survey of the repertoire for keyboard 1750-1850: the instruments; Empfindsamkeit; gallant style; London; Paris; Vienna; the Czech school; Haydn; Mozart; Beethoven; sonatas; variations; character pieces; "high" and "low" salon music; virtuosos and the virtuoso repertoire; Schubert; Chopin; Schumann; Mendelssohn; early Liszt.
MUHL,370,History of Recorded Music.,3,Winter 2026,,,Music Research (Schulich School of Music),The history of recorded music from cultural; social; and technical perspectives; including: the roles of producers; engineers; artists in recordings in a wide variety of genres and historical contexts; the effect of sound recording on listening and audiences; and how the various participants interact with technology to produce recorded music. 
MUHL,375,Introduction to Ethnomusicology.,3,Winter 2026,MUHL 286,,Music Research (Schulich School of Music),Central themes and methods in contemporary ethnomusicology. Music and its meanings in several contrasting cultural regions and groups. Topics include: colonialism; politics; globalization; and the impact of technology. Techniques of transcription; ethnography; and fieldwork.
MUHL,376,Music Colonialism in Global History.,3,Winter 2026,MUHL 286,,Music Research (Schulich School of Music),The use of critical theories about “Empire” to situate music practices in imperial histories; and the examination of interactional dynamics between colonizers; colonized peoples; and other agents. The emphasis is on highlighting the plural and diverse voices of those who engage with this art form; as well as on decolonial initiatives.
MUHL,377,Baroque Opera.,3,,MUHL 286,,Music Research (Schulich School of Music),History of opera from its origins in the musical; literary; and philosophical models available to the Florentine Camerata to the end of the baroque. The development of opera will be studied from the perspective of artistic style and in the light of historical; political; social; and economic conditions.
MUHL,380,Medieval Music.,3,,MUHL 286,,Music Research (Schulich School of Music),The medieval style - an intensive study of one or more selected topics from the repertoire. Possible subjects include liturgical chant; Notre Dame; the medieval motet; secular developments; and instrumental literature.
MUHL,381,Renaissance Music.,3,Winter 2026,MUHL 286,,Music Research (Schulich School of Music),Sacred and secular musical genres of the 15th and 16th Centuries. Various phases of imitative practice; cantus firmus and parody techniques. The emergence of homophonic textures in peripheral areas of the repertoire. Selected problems in the fields of theory; bibliography and aesthetics.
MUHL,382,Baroque Music.,3,,MUHL 286,,Music Research (Schulich School of Music),A detailed examination of several selected areas of Baroque music. Topics will be drawn from different geographical regions (e.g.; Italy; France; Germany; etc.) and encompass church; chamber and theatre music; as well as performance practice. Each topic will be related to general musical developments of the period.
MUHL,383,Classical Music.,3,Fall 2025,MUHL 286,,Music Research (Schulich School of Music),The period covered will be from approximately 1740-1828; from the schools of the Italian keyboard composers; opera buffa and seria; and composers centred at Mannheim; Paris; London; Berlin and Vienna; through the Viennese Classic period of Haydn; Mozart and Beethoven; to the death of Schubert.
MUHL,384,Romantic Music.,3,,MUHL 286,,Music Research (Schulich School of Music),The Romantic style as traced by an analysis of works by the major composers of Lied; symphony; symphonic poem; chamber music; and opera.
MUHL,385,Early Twentieth-Century Music.,3,Fall 2025,MUHL 286,,Music Research (Schulich School of Music),Development of European; Russian; and American music from the 1890s until the early 1940s; tracing its roots in late 19th-century Romanticism and following its evolution in central Europe; France; and the United States. The music of major innovators such as Debussy; Stravinsky; Schoenberg; Ives; and Varèse will be discussed.
MUHL,387,Opera from Mozart to Puccini.,3,Winter 2026,MUHL 286,,Music Research (Schulich School of Music),Mozart's operas and the seria; buffa; and Singspiel traditions. Ottocento opera; grand opera; and cross-fertilization between France and Italy. German Romantic opera. Wagner. Eastern European opera. Verismo and fin-de-siècle opera in Vienna and Paris. Sociology of opera. Emphasis on critical understanding of music's role in articulating drama.
MUHL,388,Opera After 1900.,3,,MUHL 286,,Music Research (Schulich School of Music),Major early twentieth-century works by Debussy; Strauss; Schreker; Bartók; Stravinsky and Schoenberg. Opera in Europe between the Wars including operas of Berg; Milhaud; Krenek; Hindemith and Weill. Politics; sociology; and literature in relationship to musical style. Approaches since 1945 in selected works by Britten; Henze; Zimmermann; Ligeti; Somers and Glass.
MUHL,389,Orchestral Literature.,3,,MUHL 286,,Music Research (Schulich School of Music),Study of the literature for orchestra alone; composed since the early 18th Century. The material will be divided as follows: 1) orchestral music to the time of Beethoven; 2) orchestral music from 1800 to 1860; 3) orchestral music from 1860 to 1900; 4) orchestral music of the 20th Century.
MUHL,390,The German Lied.,3,Fall 2025,MUHL 286,,Music Research (Schulich School of Music),Survey of the German Lied from the late eighteenth to the early twentieth century; focusing on songs and song cycles by Schubert; Schumann; Brahms; Wolf; Mahler; Schoenberg; Berg; and Webern. Topics include text; musical form and text-music relationships; melodic style and harmonic organization; accompaniment; and performance practice.
MUHL,391,Canadian Music.,3,,MUHL 286,,Music Research (Schulich School of Music),Survey of music in Canada from the 16th Century to the present. Current musical organizations and institutions; and contemporary Canadian music will be stressed. Time permitting; brief reference will be made to the folk music of indigenous and immigrant groups.
MUHL,392,Music since 1945.,3,,MUHL 286,,Music Research (Schulich School of Music),Appearance and evolution of such post-war phenomena as total serialism; "chance" music of various kinds; and electronic music as seen in major figures such as Boulez; Stockhausen; Cage and others in Europe and the United States. Important developments during the 1960s. Rise of "minimalism" and "neo-Romanticism" during the 1970s and 80s.
MUHL,393,History of Jazz.,3,Fall 2025,MUHL 286,,Music Research (Schulich School of Music),A study of the history and development of jazz through listening; reading; video viewing; lectures and discussion. The central goals will be to learn how to hear jazz critically and to understand the values; meanings; and sensibilities of jazz as a social practice.
MUHL,396,Era of the Modern Piano.,3,,MUHL 286,,Music Research (Schulich School of Music),Survey of keyboard repertoire from 1850 to the present: instruments; the crisis at mid-century; character pieces; Brahms; late Liszt; national schools; commercialization - the concert hall; music for the bourgeois - salon music; Scriabin; the Second Viennese School; Impressionism; Neo-Classicism; Neo-Romanticism; serialism; the sonata in the 20th-century; North American composers.
MUHL,475,Special Project.,3,Fall 2025; Winter 2026,MUCO 240;MUHL 184;MUHL 185;MUHL 286;MUSP 231;MUSP 241;MUTH 211;MUTH 250,,Music Research (Schulich School of Music),For details contact the Department of Theory.
MUHL,529,Proseminar in Musicology.,3,Fall 2025,MUHL 286,,Music Research (Schulich School of Music),Study of selected methodologies in musicology through critical examination of significant texts. Topics may include approaches to historiography; biography; editing and source studies; as well as aesthetics; literary criticism; semiology; feminist musicology; and ideology critique. Works by Adler; Adorno; Dahlhaus; Kerman; McClary; Meyer; Nattiez; and Subotnik; among others; will be addressed.
MUHL,591D1,Paleography.,1,Fall 2025,MUHL 286,,Music Research (Schulich School of Music),The theory and practice of musical transcription for the period 1100 to 1600. Black modal notation; Franconian notation; French and Italian Ars Nova notation; Mannerism; white mensural notation; proportions; and lute and keyboard tablatures will be studied.
MUHL,591D2,Paleography.,1,Winter 2026,MUHL 591,,Music Research (Schulich School of Music),See MUHL 591D1 for course description.
MUHL,592,Popular Music Studies.,3,,MUHL 286,,Music Research (Schulich School of Music),An overview of scholarly methods used in the study of popular music. Topics will include a broad range of issues related to music analysis; including technical-stylistic approaches as well as ideas about analytical pertinence; aesthetics; and semiotics. Introduction to approaches associated with the sociology of music; sound studies; media studies; gender and critical race studies. These topics will be explored through a range of readings; and the analysis of selected recordings.
MUIN,110,Elective Practical Instruction 1.,2,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Elective practical instruction in an instrument or voice.
MUIN,111,Elective Practical Instruction 2.,2,Fall 2025; Winter 2026,,,Performance (Schulich School of Music),Elective practical instruction in an instrument or voice.
