Academic Unit,Course Number,Course Title,Credits,Semester,Prerequisites,Restrictions,Offered By,Description
EPIB,521,Regression Analysis for Health Sciences.,3,Winter 2026,EPIB 507,EPIB 591,Epidemiology and Biostatistics (Faculty of Medicine & Hlth Sci),The aim of this course is to provide students with basic principles of regression analyses applicable to the health sciences so that they can understand and use appropriate statistical regression techniques for continuous and discrete data. The course will cover: Linear regression: Regression for two or more explanatory variables; Polynomial regression; Dummy variables; Inference for regression parameters; Confounding and collinearity; Effect modification; Model-checking; Model selection; Prediction. Logistic and Poisson regression: Logistic regression for one or more variables; Interpreting odds ratios; Inference for logistic and Poisson regression parameters; Confounding and interactions in logistic regression; Model selection; Prediction. A very brief overview of survival analysis.
EPIB,526,Society; Human Biology and Health.,3,,,,Epidemiology and Biostatistics (Faculty of Medicine & Hlth Sci),Social determinants of health (such as educational attainment; childhood socioeconomic circumstances; social integration; discrimination; and job strain) with particular emphasis on the biological mechanisms (e.g. components of the cardiovascular system; endocrine system; immune system; nervous system; and genetics) by which social circumstances influence health.
EPIB,591,Special Topics in Epidemiology.,3,,,,Epidemiology and Biostatistics (Faculty of Medicine & Hlth Sci),Special topics in epidemiology.
EXMD,505,Directed Readings in Regenerative Medicine .,3,Winter 2026,,,Medicine (Faculty of Medicine & Hlth Sci),The literature pertaining to a proposed field of research involving stem cell biology and/or clinical translation will be explored in collaboration with an approved faculty mentor. 
EXMD,521,Computational Methods Single-Cell Analytics.,3,Fall 2025,MATH 203;MATH 223;MATH 323;MATH 222;MATH 204,BMDE 521,Medicine (Faculty of Medicine & Hlth Sci),Computational methods (particularly machine learning methods) for various single-cell data analysis; modelling; and visualization tasks that could drive novel biomedical discoveries; focusing on “real-world” biomedical applications.
EXSU,500,Artificial Intelligence in Medicine .,3,Fall 2025,,,Surgery (Faculty of Medicine & Hlth Sci),Introduction to artificial intelligence (AI) applied to issues in medical diagnosis; therapy selection and learning from health data. Various AI methods; electronic medical records; and ethical/security concerns. Machine learning approaches including deep learning and reinforcement learning without delving too deeply into the technical details. 
EXSU,501,Medical Technology Internship 1.,6,,,,Surgery (Faculty of Medicine & Hlth Sci),This is a 6-weeks/37.5 hour per week internship course where students undertake a significant experiential learning opportunity through direct observation; reflection and evaluation with a variety of medical; medical education; medical research and healthcare sectors. The course starts with an orientation session and concludes with a debrief session and generation of a professional skills development plan. This course complements and is followed by a second 6-week internship - EXSU 502 which allows students to change hosts and receive targeted training in communication and management. 
EXSU,502,Medical Technology Internship 2.,6,,EXSU 501,,Surgery (Faculty of Medicine & Hlth Sci),This is a 6-weeks/37.5 hour per week internship course where students undertake a significant experiential learning opportunity through direct observation; reflection and evaluation with a variety of medical; medical education; medical research and healthcare sectors. The course starts with an orientation session followed by an intense advanced workshop (15 hours) in communication and management and concludes with a debrief session and generation of a professional skills development plan. This course complements the EXSU 501 and allows students to change hosts and receive targeted training in communication and management. 
EXSU,505,Trends in Precision Oncology.,3,Fall 2025,,,Surgery (Faculty of Medicine & Hlth Sci),Introduction to the emerging paradigms in cancer detection; management and treatment.
EXTL,EXMD,Exchange Term away-Medicine,0,,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),
EXTL,EXNU,Exchange Term Away-Nursing,0,,,,Ingram School of Nursing (Ingram School of Nursing),
EXTL,EXPO,Exchange Term Away-Phys & Occ,0,Fall 2025; Winter 2026,,,Phys and Occ Therapy (School of Phys & Occ Therapy),
EXTL,IUMD,Inter-University Transfer,0,,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),
EXTL,IUMP,Inter-University Elective,0,,,,Medicine and Health Sciences (Post Graduate Medicine),
EXTL,IUNU,Inter-University Transfer,0,,,,Ingram School of Nursing (Ingram School of Nursing),
EXTL,IUPO,Inter-University Transfer,0,,,,Phys and Occ Therapy (School of Phys & Occ Therapy),
EXTL,LAMD,Leave of Absence-Medicine,0,,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),
EXTL,LAMP,Leave of Absence-Med Residents,0,,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),
EXTL,LANU,Leave of Absence-Nursing,0,,,,Ingram School of Nursing (Ingram School of Nursing),
EXTL,LAPO,Leave of Absence-Phys & Occ Th,0,Winter 2026,,,Phys and Occ Therapy (School of Phys & Occ Therapy),
EXTL,TAMD,Term Away-Medicine,0,,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),
EXTL,TANU,Term Away-Nursing,0,,,,Ingram School of Nursing (Ingram School of Nursing),
EXTL,TAPO,Term Away-Phys & Occ Therapy,0,Winter 2026,,,Phys and Occ Therapy (School of Phys & Occ Therapy),
FIGN,CPRT,CPR Training for Nurses.,0,Fall 2025,,,Ingram School of Nursing (Ingram School of Nursing),CPR Training for Nursing students.
FIGN,SFTK,Safe Talk Workshop,0,,,,Ingram School of Nursing (Ingram School of Nursing),A half day workshop preparing students to be a suicide-alert 'helper'.
FMED,301,TCP Family Medicine.,3,Summer 2025; Winter 2026; Summer 2026,,,Family Medicine (Faculty of Medicine & Hlth Sci),In this three-week course; students will build upon their knowledge of Family Medicine through a series of structured learning activities; coupled with organized clinical sessions highlighting the importance of interdisciplinary care. The various elements of this course will prepare students for clerkship by furthering their understanding of primary care; patientcentered care; and the organization of the Quebec health care system.
FMED,405,Family Medicine Clerkship.,8,Summer 2025,,,Family Medicine (Faculty of Medicine & Hlth Sci),The overall purpose of this eight-week course is to acquaint students with the principles of family medicine. During the course; students work as part of a team; whose members may include a staff physician; a family medicine nurse and several residents. Specific clinical experiences in the disciplines of otolaryngology (OTL) and dermatology; relevant to the practice of family medicine; are included. The role of the family physician in the care of patients with mental illness is highlighted.
FMED,504,Family Medicine Research Seminars.,1,Winter 2026,,,Family Medicine (Faculty of Medicine & Hlth Sci),Research seminars on various topics relevant to family medicine research.
FMED,505,Epidemiology and Data Analysis in Primary Care 1.,3,Fall 2025,,DENT 505,Family Medicine (Faculty of Medicine & Hlth Sci),An introduction of epidemiological concepts; data analysis; and methods applicable to primary care research. 
FMED,506,Indigenous Perspectives Decolonizing Health Research.,3,Fall 2025,,,Family Medicine (Faculty of Medicine & Hlth Sci),An examination and reflection of traditional Indigenous world view and ways of knowing; the Canadian colonization and assimilation experience and their outcomes and impacts; and the contemporary Indigenous health research landscape bringing Indigenous ways of knowing and practice into the field and to future studies.
FMED,509,Epidemiology and Data Analysis in Primary Care 2.,3,Winter 2026,FMED 505,DENT 509,Family Medicine (Faculty of Medicine & Hlth Sci),Intermediate epidemiological concepts; data analysis; and methods applicable to primary care research.
FMED,525,Foundations of Translational Science.,3,Winter 2026,,,Family Medicine (Faculty of Medicine & Hlth Sci),An overview of multidisciplinary research that bridges significant gaps between basic; clinical medicine and public policy that enables a translation of knowledge to practice.
FMED,527,Inuit Health in the Circumpolar World,3,Winter 2026,,,Family Medicine (Faculty of Medicine & Hlth Sci),Survey of the history of Inuit presence and lifeways in Inuit Nunaat; the transnational Inuit homeland spanning Arctic/subarctic Greenland (Denmark); Canada; Alaska (U.S.); and Chukotka (Russia). Inuit health prior to European contact; examination of colonialism by European entities; transmission of infectious diseases and effects on Inuit health; development of healthcare systems serving Inuit in the 20th century medical transportation as a primary treatment methodology; Inuit role in health innovations such as midwifery (Nunavik;Canada) and Community HealthAide/Practitioners (Alaska).
FMED,530,Communicating Qualitative Health Research.,3,Winter 2026,,,Family Medicine (Faculty of Medicine & Hlth Sci),Communicating qualitative health research for diverse audiences; covering the personal; epistemological; and pragmatic challenges inherent in producing qualitative research for clinical and policy-oriented audiences. Reflection on what is produced and obscured through scholarly efforts to produce peer-reviewed research that meets the standards of rigour across disciplines. Examination of alternative forms of dissemination including commentary; podcast; graphic medicine; ethnographic monograph; and arts-based approaches. How intended audience shapes how research findings are framed; and applying this to research.
FMED,606,Operational Issues in Survey Methods in Primary Care.,1,Summer 2025,,FMED 503,Family Medicine (Faculty of Medicine & Hlth Sci),Operational issues of questionnaire design; sampling; contact and recruitment of respondents and preparation for analysis that will enhance response rates and minimize errors in data collected by surveys. The content will be highly relevant for those who anticipate having a survey as part of their current or future research program.
GMED,CFRF,Weeks Residency,0,,,,Medicine and Health Sciences (Post Graduate Medicine),
GMED,MRES,Weeks Residency,0,,,,Medicine and Health Sciences (Post Graduate Medicine),
GPHL,591,Special Topics in Global and Population Health 1,3,Winter 2026; Summer 2026,,,Global & Public Health (Faculty of Medicine & Hlth Sci),Selected topics in global and population health.
HSEL,308,Issues in Women's Health.,3,Fall 2025,,,Ingram School of Nursing (Ingram School of Nursing),Exploration of a wide range of topics on the health of women. Topics include use of health care system; poverty; roles; immigration; body image; lesbian health; and violence against women. Additional topics vary by year. A Health Science elective open to students in the Faculties of Arts; Science; and Medicine.
HSEL,309,Women's Reproductive Health.,3,,,HSEL 308,Ingram School of Nursing (Ingram School of Nursing),Concepts of health and medicalization. Canadian and international perspectives. Topics include contraception; abortion; infertility; menstruation; menopause; new reproductive technologies; prenatal care; childbirth. Additional topics vary by year. A Health Science elective open to students in the Faculties of Arts; Science; and Medicine.
IMED,301,TCP Internal Medicine.,6,Summer 2025; Winter 2026; Summer 2026,,,Medicine (Faculty of Medicine & Hlth Sci),Diagnostic reasoning skills (including problemformulation and differential diagnosis) and knowledge of clinical problems common to internal medicine.Performance of history and physical examinations on patients; submission of case reports that include relevant pathophysiology; and presentation of patient cases orally to tutors. 
IMED,401,Internal Medicine Clerkship.,8,,,,Medicine (Faculty of Medicine & Hlth Sci),The main goals of the internal medicine clerkship are to further develop the student’s ability to function as an increasingly independent; but supervised and safe; clinician in an interprofessional health care team. Students learn; while practicing; both for and from patients. Students; under the supervision of residents and attending physicians; are responsible for performing and documenting histories; physicals; lab and radiology data summaries; and patient problem lists for newly admitted patients; as well as patients being seen in consultation in the outpatient and non-internal medicine ward settings; and the ongoing care; management; follow-up and discharge planning of patients in each of the above settings.
IMED,401D1,Internal Medicine Clerkship.,4,,,,Medicine (Faculty of Medicine & Hlth Sci),The main goals of the internal medicine clerkship are to further develop the student’s ability to function as an increasingly independent; but supervised and safe; clinician in an interprofessional health care team. Students learn; while practicing; both for and from patients. Students; under the supervision of residents and attending physicians; are responsible for performing and documenting histories; physicals; lab and radiology data summaries; and patient problem lists for newly admitted patients; as well as patients being seen in consultation in the outpatient and non-internal medicine ward settings; and the ongoing care; management; follow-up and discharge planning of patients in each of the above settings.
IMED,401D2,Internal Medicine Clerkship.,4,,IMED 401,,Medicine (Faculty of Medicine & Hlth Sci),The main goals of the internal medicine clerkship are to further develop the student’s ability to function as an increasingly independent; but supervised and safe; clinician in an interprofessional health care team. Students learn; while practicing; both for and from patients. Students; under the supervision of residents and attending physicians; are responsible for performing and documenting histories; physicals; lab and radiology data summaries; and patient problem lists for newly admitted patients; as well as patients being seen in consultation in the outpatient and non-internal medicine ward settings; and the ongoing care; management; follow-up and discharge planning of patients in each of the above settings.
IMED,407,Geriatric Medicine Clerkship.,4,,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),The goal of the UGME curriculum in geriatrics is to provide the foundation for competent; compassionate care of older patients; particularly the frail elderly. The Geriatric Medicine clerkship will emphasize the medical basis of Geriatric Medicine and the differences in medical care for frail older patients. It will provide students with an intensive clinical experience in a variety of Geriatric Medicine settings; including clinic; day hospital; emergency department and ward settings as well as an opportunity to work in an interdisciplinary team.
INDS,111,Molecules to Global Health.,6,Fall 2025,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to the scope of medical and dental practice; from the molecular to global health. Basic principles of pathology and pharmacology; concepts of disease; and the role of the physician and dentist in the Canadian health care system.
INDS,112,Respiration.,6,Fall 2025,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to the anatomy; physiology; pathology; and therapeutics of respiratory system diseases as well as elements of the physical examination and clinical interview relevant to pulmonary disease will be introduced to students.
INDS,113,Circulation.,8,Fall 2025,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to anatomy; physiology; pathology; and therapeutics of cardiac and circulatory diseases and elements of the physical examination and clinical interview relevant to cardiac disease.
INDS,114,Digestion and Metabolism.,8,Winter 2026,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to the anatomy; physiology; pathology; and therapeutics of gastrointestinal and hepatobiliary diseases and metabolic disorders as well as elements of the physical examination and clinical interview relevant to these conditions.
INDS,115,Renal.,6,Winter 2026,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to the anatomy; physiology; pathology; and therapeutics of renal diseases and electrolyte disorders as well as elements of the physical examination and clinical interview relevant to renal diseases.
INDS,116,Defense.,6,Summer 2025; Summer 2026,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to the anatomy; physiology; pathology; and therapeutics of infectious diseases; immunological disorders; and diseases of the skin as well as elements of the physical examination and clinical interview relevant to these conditions.
INDS,117,Infection.,6,Summer 2025; Summer 2026,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to anatomy; physiology; pathology; and therapeutics of endocrine disorders as well as elements of the physical examination and clinical interview relevant to these conditions.
INDS,118,Movement.,6,Summer 2025; Summer 2026,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to the anatomy; physiology; pathology; and therapeutics of disorders of bones; joints; muscles and peripheral nerves as well as elements of the physical examination and clinical interview relevant to these conditions.
INDS,119D1,Clinical Method 1.,1,,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to medical interviewing and communication skills using the Calgary-Cambridge approach; to foundational physical examination skills and writing case history using the McGill Case Report template.
INDS,119D2,Clinical Method 1.,1,,INDS 119,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to medical interviewing and communication skills using the Calgary-Cambridge approach; to foundational physical examination skills and writing case history using the McGill Case Report template.
INDS,119J1,Clinical Method 1.,1,Fall 2025,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to medical interviewing and communication skills using the Calgary-Cambridge approach; to foundational physical examination skills and writing case history using the McGill Case Report template.
INDS,119J2,Clinical Method 1.,1,Winter 2026,INDS 119,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to medical interviewing and communication skills using the Calgary-Cambridge approach; to foundational physical examination skills and writing case history using the McGill Case Report template.
INDS,119J3,Clinical Method 1.,1,Summer 2025; Summer 2026,INDS 119,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to medical interviewing and communication skills using the Calgary-Cambridge approach; to foundational physical examination skills and writing case history using the McGill Case Report template.
INDS,120,Physicianship 1.,3,,,,Medicine (Faculty of Medicine & Hlth Sci),The following themes will be introduced: the physician as professional and healer; building the physician/patient alliance; the clinical method. Specific topics that will be covered include: observation skills; skillful listening; life cycle; content of the medical interview; issues in death and dying; and methodology for ethical decision-making.
INDS,120D1,Physicianship 1.,1,,,,Medicine (Faculty of Medicine & Hlth Sci),The following themes will be introduced: the physician as professional and healer; building the physician/patient alliance; the clinical method. Specific topics that will be covered include: observation skills; skillful listening; life cycle; content of the medical interview; issues in death and dying; and methodology for ethical decision-making.
INDS,120D2,Physicianship 1.,1,,INDS 120,,Medicine (Faculty of Medicine & Hlth Sci),See INDS 120D1 for course description.
INDS,120J1,Physicianship 1.,1,,,,Medicine (Faculty of Medicine & Hlth Sci),The following themes will be introduced: the physician as professional and healer; building the physician/patient alliance; the clinical method. Specific topics that will be covered include: observation skills; skillful listening; life cycle; content of the medical interview; issues in death and dying; and methodology for ethical decision-making.
INDS,120J2,Physicianship 1.,1,,INDS 120,,Medicine (Faculty of Medicine & Hlth Sci),See INDS 120J1 for course description.
INDS,120J3,Physicianship 1.,1,,INDS 120,,Medicine (Faculty of Medicine & Hlth Sci),See INDS 120J1 for course description.
INDS,122,Physician Apprenticeship 1.,2,,,,Medicine (Faculty of Medicine & Hlth Sci),This course will guide and mentor students in their transition from laymanship to physicianship. It will promote professionalism; the healing role of the physician; a patient-centered approach and self-reflection.
INDS,122D1,Physician Apprenticeship 1.,1,,,,Medicine (Faculty of Medicine & Hlth Sci),This course will guide and mentor students in their transition from laymanship to physicianship. It will promote professionalism; the healing role of the physician; a patient-centered approach and self-reflection.
INDS,122D2,Physician Apprenticeship 1.,1,,INDS 122,,Medicine (Faculty of Medicine & Hlth Sci),See INDS 122D1 for course description.
INDS,122J1,Physician Apprenticeship 1.,0,,,,Medicine (Faculty of Medicine & Hlth Sci),This course will guide and mentor students in their transition from laymanship to physicianship. It will promote professionalism; the healing role of the physician; a patient-centered approach and self-reflection.
INDS,122J2,Physician Apprenticeship 1.,0,,INDS 122,,Medicine (Faculty of Medicine & Hlth Sci),See INDS 122J1 for course description.
INDS,122J3,Physician Apprenticeship 1.,0,,INDS 122,,Medicine (Faculty of Medicine & Hlth Sci),See INDS 122J1 for course description.
INDS,123D1,Research Fundamentals 1.,1,,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to use of biomedical databases and/or social sciences to identify a body of scientific/scholarly literature; to articulate answerable research questions and hypotheses; and to design research plans related to a selected scientific question.
INDS,123D2,Research Fundamentals 1.,1,,INDS 123,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to use of biomedical databases and/or social sciences to identify a body of scientific/scholarly literature; to articulate answerable research questions and hypotheses; and to design research plans related to a selected scientific question.
INDS,123J1,Research Fundamentals 1.,1,Fall 2025,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to use of biomedical databases and/or social sciences to identify a body of scientific/scholarly literature; to articulate answerable research questions and hypotheses; and to design research plans related to a selected scientific question.
INDS,123J2,Research Fundamentals 1.,1,Winter 2026,INDS 123,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to use of biomedical databases and/or social sciences to identify a body of scientific/scholarly literature; to articulate answerable research questions and hypotheses; and to design research plans related to a selected scientific question.
INDS,123J3,Research Fundamentals 1.,1,Summer 2026,INDS 123,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to use of biomedical databases and/or social sciences to identify a body of scientific/scholarly literature; to articulate answerable research questions and hypotheses; and to design research plans related to a selected scientific question.
INDS,124D1,Longitudinal Family Medicine Experience.,1,,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to primary care exposure and opportunity for clinical correlation with themes introduced in the FMD classroom. Furthermore; students will have the opportunity to practice history-taking and physical examination skills in a clinical setting.
INDS,124D2,Longitudinal Family Medicine Experience.,1,,INDS 124,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),See INDS 124D1 for description.
INDS,124J1,Longitudinal Family Medicine Experience.,1,,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to primary care exposure and opportunity for clinical correlation with themes introduced in the FMD classroom. Furthermore; students will have the opportunity to practice history-taking and physical examination skills in a clinical setting.
INDS,124J2,Longitudinal Family Medicine Experience.,1,,INDS 124,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),See INDS 124J1 for description.
INDS,124J3,Longitudinal Family Medicine Experience.,1,,INDS 124,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),See INDS 124J1 for description.
INDS,125,FMD Integrated Assessment 1,0,,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Lifelong learning skills; promotion through self-reflection and understanding of the clinical correlation of the factual biological and social sciences. 
INDS,125D1,FMD Integrated Assessment 1,0,,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Lifelong learning skills; promotion through self-reflection and understanding of the clinical correlation of the factual biological and social sciences. 
INDS,125D2,FMD Integrated Assessment 1,0,,INDS 125,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),See INDS 125D1 for course description.
INDS,125J1,FMD Integrated Assessment 1,0,Fall 2025,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Lifelong learning skills; promotion through self-reflection and understanding of the clinical correlation of the factual biological and social sciences
INDS,125J2,FMD Integrated Assessment 1,0,Winter 2026,INDS 125,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),See INDS 125J1 for course description.
INDS,125J3,FMD Integrated Assessment 1,0,,INDS 125,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),See INDS 125J1 for course description.
INDS,211,Reproduction; Sexuality and Hormonal Function.,7,Fall 2025,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to anatomy; physiology; pathology; and therapeutics of normal sexual and reproductive function and diseases of the reproductive organs as well as relevant elements of the physical examination and clinical interview.
INDS,212,Human Behaviour.,1,Fall 2025,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Introduction to anatomy; physiology; pathology; and therapeutics of psychiatric disorders and diseases of the central nervous system as well as elements of the physical examination and clinical interview relevant to these conditions.
INDS,219,Clinical Method 2.,1,Fall 2025,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Medical interviewing and communication; communication across social distances and boundaries along with cultural distances.
INDS,222,Physician Apprenticeship 2.,1,,,,Medicine (Faculty of Medicine & Hlth Sci),This course continues to build on Physician Apprenticeship 1; guiding and mentoring students as they continue their transition to physicianship.
INDS,222D1,Physician Apprenticeship 2.,0,,,,Medicine (Faculty of Medicine & Hlth Sci),This course continues to build on Physician Apprenticeship 1; guiding and mentoring students as they continue their transition to physicianship.
INDS,222D2,Physician Apprenticeship 2.,0,,INDS 222,,Medicine (Faculty of Medicine & Hlth Sci),This course continues to build on Physician Apprenticeship 1; guiding and mentoring students as they continue their transition to physicianship.
INDS,222J1,Physician Apprenticeship 2.,0,Fall 2025,,,Medicine (Faculty of Medicine & Hlth Sci),This course continues to build on Physician Apprenticeship 1; guiding and mentoring students as they continue their transition to physicianship.
INDS,222J2,Physician Apprenticeship 2.,0,,INDS 222,,Medicine (Faculty of Medicine & Hlth Sci),See INDS 222J1 for course description.
INDS,222J3,Physician Apprenticeship 2.,0,,INDS 222,,Medicine (Faculty of Medicine & Hlth Sci),See INDS 222J1 for course description.
INDS,223,Research Fundamentals 2.,1,Fall 2025,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Continuation of the research project. Students are required to meet with their chosen investigators once a week as a team to discuss their areas of research.
INDS,224, Community Health Alliance Project,2,,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Requires critical reflection on social diversity; determinants of health; and the rewards of community engagement. Students will be required to attend bi-monthly visits with a community group placement site. Based on these community placements and exposure during Fundamentals of Medicine and Dentistry; students will work together on a small group project during Transition to Clinical Practice.
INDS,224D1,Community Health Alliance Project,1,,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Requires critical reflection on social diversity; determinants of health; and the rewards of community engagement. Students will be required to attend bi-monthly visits with a community group placement site. Based on these community placements and exposure during Fundamentals of Medicine and Dentistry; students will work together on a small group project during Transition to Clinical Practice.
INDS,224D2,Community Health Alliance Project,1,,INDS 224,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),See INDS 224D1.
INDS,224J1, Community Health Alliance Project,0,Fall 2025,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Requires critical reflection on social diversity; determinants of health; and the rewards of community engagement. Students will be required to attend bi-monthly visits with a community group placement site. Based on these community placements and exposure during Fundamentals of Medicine and Dentistry; students will work together on a small group project during Transition to Clinical Practice.
INDS,224J2,Community Health Alliance Project,0,Winter 2026,INDS 224,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),See INDS 224J1.
INDS,224J3,Community Health Alliance Project,0,Summer 2025; Summer 2026,INDS 224,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),See INDS 224J1.
INDS,225,FMD Integrated Assessment 2 .,0,,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Lifelong learning skills; promotion through self-reflection and understanding of the clinical correlation of the factual biological and social sciences.
INDS,300,Mindful Medical Practice,1,Summer 2025; Winter 2026; Summer 2026,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Knowledge; attitudes; and skills of professionalism; whole person care; and Physicianship as expressed in the particular behaviours of a mindful practitioner. An emphasis will be placed on the emergent developmental process of seeing "self as a physician".
INDS,302,Medical Ethics and Health Law.,1,Summer 2025; Winter 2026,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),The objectives of this course are to familiarize students with the basic ethical and legal issues and problems arising in clinical medicine and to develop the skills needed to identify and resolve ethical dilemmas. Emphasis is placed on the following subjects: informed consent; risk disclosure; patient competence; confidentiality; research ethics; discontinuing life support; physician impairment; and ethics in the team context.
INDS,305,Transition to Clerkship.,2,Summer 2025; Fall 2025; Summer 2026,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Navigation of the challenges associated with the clerkship transition. Engagement in plenary sessions; small group sessions; and online modules to reflect on professional identity formation; practice of essential clinical skills; and recognize the vital role of the clinical clerk within the healthcare team. 
INDS,319,Clinical Method 3.,1,Winter 2026,,,Medicine and Health Sciences (Faculty of Medicine & Hlth Sci),Physical examination skills in preparation for the transition to clinical practice. Engagement in an evidence-based clinical examination for each of the major body systems. Practice of skills and specific sub-skills of a physical examination. 
INDS,320,Formation of the Professional and Healer.,0,Fall 2025; Winter 2026,,,Medicine (Faculty of Medicine & Hlth Sci),The transition from pre-clinical to clinical education can be challenging for students as they adjust to their new roles and responsibilities. The course is based on the teaching and learning of a number of inter-related concepts (e.g. resilience; self-care; and compassion fatigue) that are relevant to the continued development of an identity as a professional and healer.
