Academic Unit,Course Number,Course Title,Credits,Semester,Prerequisites,Restrictions,Offered By,Description
ANTH,415,Anthropology of Religious Experience,3,,,,Anthropology (Faculty of Arts),Religious and spiritual experiences are a fundamental component of the human condition. This advanced ourse examines such experiences within their broader cultural contexts.
ANTH,416,Environment/Development: Africa.,3,Winter 2026,,,Anthropology (Faculty of Arts),Study of environmental effects of development in East Africa; especially due to changes in traditional land tenure and resource use across diverse ecosystems. Models; policies and cases of pastoralist; agricultural; fishing; wildlife and tourist development will be examined; across savanna; desert; forest; highland and coastal environments.
ANTH,418,Environment and Development.,3,Fall 2025,ANTH 339;ANTH 349;GEOG 300;GEOG 302;SOCI 328,,Anthropology (Faculty of Arts),Advanced study of the environmental crisis in developing and advanced industrial nations; with emphasis on the social and cultural dimensions of natural resource management and environmental change. Each year; the seminar will focus on a particular set of issues; delineated by type of resource; geographic region; or analytical problem.
ANTH,419,Archaeology of Hunter-Gatherers.,3,,ANTH 357,,Anthropology (Faculty of Arts),A systematic investigation into current theoretical and methodological concerns in hunter-gatherer archaeology. Examples will be drawn from around the world.
ANTH,420,Anthropology of Economic Relations,3,,,ANTH 402;ANTH 510,Anthropology (Faculty of Arts),Exploration of economic relations; including how capitalism structures contemporary lives and social processes. It asks how economic relations fuel people’s hopes for a future with more wealth; more justice—or both.
ANTH,423,Mind; Brain and Psychopathology.,3,,ANTH 227,ANTH 443,Anthropology (Faculty of Arts),Evolutionary origins of the human mind and the 'social brain'; and the psychopathologies that are said to provide access to this evolutionary history; through the perspective of the anthropology of science and psychiatry.
ANTH,428,Saints and Mediation in Latin America.,3,,ANTH 326;ANTH 209;ANTH 204;ANTH 202,,Anthropology (Faculty of Arts),This course examines religion in Latin America by means of a focus on the cult of the saints; a phenomenon central to religious; cultural and social life across the continent and key to the endurance of the institutional Catholic Church. Material in the course addresses various interpretive frames (e.g.; historical; political economic; psychoanalytic; semiotic) in exploring how worship of the saints has marked Latin American society and culture; shaping sensibilities; sociality; nationalism; race; class; gender; and sexuality. The course also enables a comprehensive examination of Catholicism as both 'lived religion' and as shaped by the institutional Catholic Church.
ANTH,432,The Aztecs .,3,,ANTH 332,,Anthropology (Faculty of Arts),Archaeology and ethnohistory of the Aztecs; their enemies; their conquest; and the appropriation of their history for the modern Mexican state. Topics include: imperial and colonial formations; the household; cuisine and feasting; gender; class; and ethnicity; social memory; ontology; religion; art; architecture; and poetry; and economy and market exchange. 
ANTH,436,North American Native Peoples.,3,,ANTH 338;ANTH 336,,Anthropology (Faculty of Arts),A detailed examination of selected contemporary problems.
ANTH,437,Historical Archaeology.,3,,ANTH or ;EAST and,ANTH or ;EAST stu;EAST 437,Anthropology (Faculty of Arts),Theory and methods of historical archaeology with a focus when possible on East Asia.
ANTH,438,Topics in Medical Anthropology.,3,,ANTH 227,,Anthropology (Faculty of Arts),Conceptions of health and illness and the form and meaning that illness take are reflections of a particular social and cultural context. Examination of the metaphoric use of the body; comparative approaches to healing; and the relationship of healing systems to the political and economic order and to development.
ANTH,440,Cognitive Anthropology.,3,Winter 2026,ANTH 204;ANTH 314;ANTH 352;ANTH 355;ANTH 430,,Anthropology (Faculty of Arts),The problem of knowledge; the nature of perception; the concept of mind; the relation between thought and language. The concept of meaning: communication; interpretation and symbolism. Social aspects of cognition; ideology.
ANTH,450,Archaeology of Landscape.,3,,ANTH 357;ANTH 359,,Anthropology (Faculty of Arts),This course investigates the application of landscape; together with other spatial concepts and a range of spatial analytical techniques in archaeological practice. We will interrogate the application of a range of theoretical approaches (phenomenological; semiotic; socio-evolutionary; socio-historical); and analytical techniques (regional survey; distributional mapping; spatial graphing; remote sensing; GIS) to archaeological investigations of past landscapes with particular attention to epistemological issues that articulate research problems with appropriate scales and strategies for analyzing and interpreting data. We will explore how a range of social practices produced multi-scalar landscapes; and how the active materiality of landscapes recursively created; maintained and contested social relations.
ANTH,451,Research in Society and Development in Africa.,3,Winter 2026,,GEOG 451,Anthropology (Faculty of Arts),Instruction focuses on three goals: 1) existing research in selected core thematic areas; 2) participating in interdisciplinary team research; 3) developing powers of observation and independent inquiry. Students will be expected to develop research activities and interdisciplinary perspectives; and to become conversant with advances in local research in their field.
ANTH,480,Special Topic 5.,3,Fall 2025; Winter 2026,,,Anthropology (Faculty of Arts),Supervised reading in advanced special topics under direction of a member of staff.
ANTH,481,Special Topic 6.,3,Fall 2025; Winter 2026,,,Anthropology (Faculty of Arts),Supervised reading in advanced special topics under direction of a member of staff.
ANTH,490,Honours Thesis.,6,Fall 2025; Winter 2026,,,Anthropology (Faculty of Arts),Supervised reading and preparation of a research report under the direction of a member of staff.
ANTH,490D1,Honours Thesis.,3,Fall 2025,,,Anthropology (Faculty of Arts),Supervised reading and preparation of a research report under the direction of a member of staff.
ANTH,490D2,Honours Thesis.,3,Winter 2026,ANTH 490,,Anthropology (Faculty of Arts),see ANTH 490D1.
ANTH,490N1,Honours Thesis.,3,Winter 2026,,,Anthropology (Faculty of Arts),Supervised reading and preparation of a research report under the direction of a member of staff.
ANTH,490N2,Honours Thesis.,3,Fall 2025,ANTH 490,,Anthropology (Faculty of Arts),see ANTH 490N1.
ANTH,491,Joint Honours Thesis.,3,Fall 2025; Winter 2026,,,Anthropology (Faculty of Arts),Supervised reading and preparation of a 3 credit honours thesis under the direction of a member of staff.
ANTH,499,Internship: Anthropology.,3,Fall 2025; Winter 2026,,,Anthropology (Faculty of Arts),Internship with an approved host institution or organization.
ANTH,500,Chinese Diversity and Diaspora.,3,,,,Anthropology (Faculty of Arts),Explores ethnic diversity within mainland China; as well as the diversity of Chinese cultures of diaspora; living outside the mainland; often as minorities subject to other dominant cultures.
ANTH,501,Anthropology Beyond the Human.,3,Fall 2025,,,Anthropology (Faculty of Arts),A theoretical framework for the anthropological understanding of how humans relate to nonhuman worlds that exist beyond social; cultural; and linguistic realms.
ANTH,502,Social Life of Death.,3,Winter 2026,,,Anthropology (Faculty of Arts),Theoretical and methodological approaches of attitudes; beliefs; and ritual practices surrounding death and mortuary practices. Topics covered include material manifestations of status and identity; symbolic dimensions of dead bodies; ancestors; kinship; and kingship; emotions; mourning; and memory; and ritual violence.
ANTH,503,Production of the Past.,3,,,,Anthropology (Faculty of Arts),The study of the past in cultural anthropology. Representations of the past; colonialism; nationalism; heritage; dominant and subaltern narratives. Silences and violence in the making of the past.
ANTH,504,Environmental Archaeology.,3,Winter 2026,ANTH 201;ANTH 357,,Anthropology (Faculty of Arts),Study of long-term relationships between humans and their environments based on empirical evidence.  Topics include review of methodological tools in paleoecological reconstruction; and approaches to evaluating human-environment relationships.  Examples will be drawn from various subfields; including; but not limited to; settlement archaeology; human ecology; and landscape archaeology.
ANTH,505,Current Advances in Archaeological Theory.,3,Fall 2025,,,Anthropology (Faculty of Arts),Seminar course covering recent (1980s-present) developments in the theories that guide archaeological research questions and interpretation; especially as they relate to the social; material; and postcolonial turns in the humanities and social sciences.
ANTH,510,Advanced Problems in Anthropology of Religion.,3,,ANTH 209;ANTH 352;ANTH 355,,Anthropology (Faculty of Arts),This research seminar helps students to develop indepth knowledge in contemporary problems in the anthropology of religion. Topics may include secularism; religious freedom; gender; sexuality and religion; politics of religious law.
ANTH,511,Computational Approaches to Prehistory.,3,,ANTH 357;ANTH 359,,Anthropology (Faculty of Arts),Covers the application of computational methods to archaeological problems and the modeling and simulation of prehistoric populations.
ANTH,512,Political Ecology.,3,,,,Anthropology (Faculty of Arts),Historical; theoretical and methodological development of political ecology as a field of inquiry on the interactions between society and environment; in the context of conflicts over natural resources.  
ANTH,513,The Poetry of Anthropology.,3,,,,Anthropology (Faculty of Arts),The seminar addresses the relationship between poetry and anthropology. Considering both the anthropological study of poetry and the poetic dimension of anthropology; the course examines questions of affect; image; language and media but also of narrative; history and politics. Bringing together several domains of anthropological research and theory; the seminar conceives anthropology as a terrain in which social science and poetry cannot be thought apart.
ANTH,515,The Archaeology of Politics.,3,,ANTH 359,,Anthropology (Faculty of Arts),This course explores how archaeologists investigate past political life using theoretical approaches; archaeological methods and data sets. It examines how modalities of power and political practices articulated and organized social relations at multiple scales and contexts ranging from the institutional (e.g.; states; governments; guilds; religious orders) to those of everyday life (e.g.; diet; residence; gender). The course interrogates the history of archaeology’s engagement with past politics together with current topical foci such as the politics of ritual; identity; and gender; resistance to authority; production and consumption practices; commensal politics; landscape production; the materiality of politics and the politics of materials. 
ANTH,520,Problems and Perspectives in Medical Anthropology .,3,Fall 2025,ANTH 227;ANTH 302;ANTH 438,,Anthropology (Faculty of Arts),Critical areas of debate in medical anthropology with an eye towards the history of the field.
ANTH,521,South Asian Archaeology in Age of Text.,3,,ANTH 361,,Anthropology (Faculty of Arts),How archaeologists investigate South Asia’s past during periods in which textual sources are available. It focuses primarily on the Early Historic (300 BCE-500 CE) and Medieval periods (500-1600 CE); examining how the analysis of the archaeological record; epigraphy and other forms of text have been articulated to produce narratives of South Asia’s past. Interrogation and problematization of the sometimes passive and politized roles that archaeology has played in South Asian historiography and exploration of how more comprehensive approaches to studying archaeological and textual data enables a fuller investigation of past social; political; economic; ideological and ritual conditions and practices.
ANTH,530,Material Turn in  Archaeology.,3,,ANTH 201;ANTH 210,,Anthropology (Faculty of Arts),Theoretical developments in archaeological study of material remains. Topics include: object agency; entanglement; ontology; assemblage; hybridity; matter and time. 
ANTH,540,Topics in Anthropological Theory.,3,Winter 2026,,,Anthropology (Faculty of Arts),Examination and discussion of topics of current theoretical interest.
ANTH,551,Advanced Topics: Archaeological Research.,3,,,,Anthropology (Faculty of Arts),Examination and discussion of topics of current theoretical or methodological interest in archaeology. Topics will be announced at the beginning of term.
ANTH,555,Advanced Topics in Ethnology.,3,,,,Anthropology (Faculty of Arts),Examination and discussion of topics of current theoretical or methodological interest in ethnology. Topics will be announced at the beginning of term.
ANTH,560,Decolonizing Archaeology.,3,,ANTH 357;ANTH 359,,Anthropology (Faculty of Arts),Theoretical and methodological approaches to decolonizing archaeological research. Evaluation of current discourse around efforts to decolonize the field and consider potential interventions to the current spaces and practices of archaeological research.
ANTH,575,Concepts of Race.,3,,ANTH 201;ANTH 202;ANTH 203;ANTH 352;ANTH 359,,Anthropology (Faculty of Arts),Examination of the evolution of the idea of race within anthropology; and the impact which the discipline's debates have had on society.
ARTH,199,FYS: Themes in Art History.,3,,,,Art History & Communications (Faculty of Arts),An introduction to a selected theme in art history.
ARTH,200,Introduction to Art History 1.,3,Summer 2025,,,Art History & Communications (Faculty of Arts),Selected introductory survey of the history of art.
ARTH,202,Introduction to Contemporary Art.,3,Summer 2025; Winter 2026,,,Art History & Communications (Faculty of Arts),A critical survey of contemporary art and theory; from 1945 to the present focusing on pivotal issues such as anti-war politics; feminism; sexual diversity; AIDS awareness; discourse of multiculturalism; debates about modernism and postmodernism; post colonialism; technology; and globalization.
ARTH,204,Introduction to Medieval Art and Architecture.,3,Fall 2025,,,Art History & Communications (Faculty of Arts),Surveys the arts from late Antiquity to the fourteenth century in Western Europe. Focuses on the body and space to introduce artistic and architectural concepts; practices; and styles from the late Roman; Byzantine and Carolingian empires to monastic and royal patronage of the French Kings.
ARTH,205,Introduction to Modern Art.,3,Winter 2026,,,Art History & Communications (Faculty of Arts),The course is an introduction to the modern period in art history which begins around 1750. It examines the development in both painting and sculpture and relates to changes in the social and political climate of the times.
ARTH,207,Introduction Early Modern Art 1400-1700.,3,Winter 2026,,,Art History & Communications (Faculty of Arts),Surveys visual culture of early modern Europe across various social spheres and geographical locations.
