Academic Unit,Course Number,Course Title,Credits,Semester,Prerequisites,Restrictions,Offered By,Description
AEPH,112,Introductory Physics 1.,4,Fall 2025,,AEPH 113,Bioresource Engineering (Faculty of Agric Environ Sci),Kinematics in one and two dimensions. Newton's laws of motion. Circular motion and orbits. Rotation of a rigid body. Momentum. Work and energy; power. Conservation principles. Simple harmonic motion. Waves and sound. 
AEPH,113,Physics 1.,4,Fall 2025,,AEPH 112,Bioresource Engineering (Faculty of Agric Environ Sci),Kinematics in one and two dimensions. Newton's laws of motion. Circular motion and orbits. Rotation of a rigid body. Momentum. Work and energy; power. Conservation principles. Simple harmonic motion. Waves and sound. Includes calculus-based applications.
AEPH,114,Introductory Physics 2.,4,Winter 2026,AEPH 112;AEPH 113;PHYS 101;PHYS 131,AEPH 115;PHYS 102;PHYS 142,Bioresource Engineering (Faculty of Agric Environ Sci),Electric and magnetic properties of matter: electrostatics; electric currents; the link between electric and magnetic phenomena; geometrical optics; interference diffraction.
AEPH,115,Physics 2.,4,Winter 2026,AEPH 112;AEPH 113;PHYS 101;PHYS 131,AEPH 114,Bioresource Engineering (Faculty of Agric Environ Sci),Electric forces; electric fields; electric potential. Current. Electric circuits. Magnetic fields and forces. Electromagnetic induction. Electromagnetic waves. Geometrical and physical optics. Includes calculus-based applications.
AEPH,120,Physics Laboratory 1.,1,Fall 2025,,AEPH 112;AEPH 113;AEPH 112;AEPH 113;PHYS 101;PHYS 107;PHYS 117;PHYS 131,Bioresource Engineering (Faculty of Agric Environ Sci),The laboratory component of AEPH 112/AEPH 113. Illustrative experiments.
AEPH,122,Physics Laboratory 2.,1,Winter 2026,,AEPH 114;AEPH 115;AEPH 114;AEPH 115;PHYS 102;PHYS 108;PHYS 118;PHYS 142,Bioresource Engineering (Faculty of Agric Environ Sci),The laboratory component of AEPH 114/AEPH 115. Illustrative experiments.
AERO,401,Introduction to Aerospace Engineering.,3,Fall 2025,,,Institute for Aerospace Eng. (Faculty of Engineering),Basic concepts in all relevant aspects of aerospace engineering. Introduction to aircraft and spacecraft components; systems and operation. Aerodynamic and flight mechanics. Structures and materials. Propulsion systems. Manufacturing processes. Control and systems. Avionics and navigation.
AERO,410,Aerospace Design and Certification Process.,3,Winter 2026,AERO 401,,Institute for Aerospace Eng. (Faculty of Engineering),Design and certification process for aircraft; helicopters and spacecraft. Operation and performance requirements. Preliminary and detailed design process. Performance analysis. Regulatory agencies overview. Certification process. Life cycle analysis. Cost analysis. Flight testing programs. Delivery and operation.
AERO,420,Introduction to Aerospace Design.,3,,AERO 401,,Institute for Aerospace Eng. (Faculty of Engineering),Multidisciplinary design of an aerospace vehicle that considers the fluid mechanics; performance; stability and control; avionics; electrical system; propulsion; structures; and materials in a system approach aimed for a set of specifications.
AERO,460D1,Aerospace Project.,3,Fall 2025,,,Institute for Aerospace Eng. (Faculty of Engineering),Application of the material learned in other courses in the Minor in Aerospace Engineering to an applied project. Team project work will involve the design; fabrication; verification; and application of an aerospace system / component. Lectures on topics related to design and management of design projects. Emphasis is on the completion of a project of professional quality in collaboration with the aerospace industry.
AERO,460D2,Aerospace Project.,3,Winter 2026,AERO 460,,Institute for Aerospace Eng. (Faculty of Engineering),For description see AERO 460D1.
AFRI,200,Introduction to African Studies.,3,Fall 2025,,,Islamic Studies (Faculty of Arts),The African experience and current approaches to African studies; through adopting multidisciplinary perspectives on topics that include political conflict; governance and democratization; environment and conservation; economic development; rural life and urbanism; health and illness; gender; social change; popular culture; literature; film; and the arts.
AFRI,401,Swahili Language and Culture.,3,Fall 2025,,,Islamic Studies (Faculty of Arts),Basic knowledge of the Swahili language and culture with emphasis on handling circumstances that might be encountered in field research: everyday conversation; developing aural and oral skills and mastering basic grammar rules; understanding cultural norms and practices; issues of culture sensitivity and appropriateness.
AFRI,480,Honours Thesis.,3,,,,Islamic Studies (Faculty of Arts),Supervised reading; research and preparation of an undergraduate thesis under the direction of a staff member.
AFRI,481,Special Topics 1.,3,,,,Islamic Studies (Faculty of Arts),Supervised reading in advanced special topics in African Studies under the direction of a member of staff.
AFRI,499,Arts Internships: African Studies.,3,,,,Islamic Studies (Faculty of Arts),Internship with an approved host institution or organization.
AFRI,598,Research Seminar in African Studies.,3,Winter 2026,,,Islamic Studies (Faculty of Arts),An interdisciplinary research seminar on topics of common interest to staff and students of the African Studies Program. As part of their contribution; students will prepare a research paper under the supervision of one or more members of staff.
AFYR,101,Complex Problems 1.,3,,,,Arts - Dean's Office (Faculty of Arts),Introduction to an area of inquiry pertinent to multipledisciplines in Arts. Demonstrates how Arts disciplines address challenging problems or topics from distinct perspectives; employing different approaches and methodologies.
AFYR,102AA,The Fictions and Realities of Work.,3,Winter 2026,,,Arts - Dean's Office (Faculty of Arts),Introduction to an area of inquiry pertinent to multipledisciplines in Arts. Demonstrates how Arts disciplines address challenging problems or topics from distinct perspectives; employing different approaches and methodologies.
AGEC,200,Principles of Microeconomics.,3,Fall 2025,,,Agricultural Economics (Faculty of Agric Environ Sci),The field of economics as it relates to the activities of individual consumers; firms and organizations. Emphasis is on the application of economic principles and concepts to everyday decision making and to the analysis of current economic issues.
AGEC,201,Principles of Macroeconomics.,3,Winter 2026,AGEC 200,,Agricultural Economics (Faculty of Agric Environ Sci),The overall economic system; how it works; and the instruments used to solve social problems. Emphasis will be on decision-making involving the entire economic system and segments of it.
AGEC,231,Economic Systems of Agriculture.,3,Winter 2026,AGEC 200,,Agricultural Economics (Faculty of Agric Environ Sci),The structure and organization of Canada's agriculture-food system; the operation; financing; linkages; and functions of its components. Focus to be on management of the various components and the entire system; types of problems confronted now and in the future.
AGEC,320,Intermediate Microeconomic Theory.,3,Winter 2026,AGEC 200,,Agricultural Economics (Faculty of Agric Environ Sci),An intermediate theory course in agricultural economics; dealing with economic concepts as applied to agricultural production and cost functions. Includes theory and application of linear programming as related to production decisions.
AGEC,330,Agriculture and Food Markets.,3,Fall 2025,AGEC 200,,Natural Resource Sciences (Faculty of Agric Environ Sci),Nature and organization of agricultural and food markets as economic institutions; including the application of economic theory to problems within the agri-food marketing chain. Spatial and temporal price relationships; and the role of market structure.
AGEC,332,Farm Management and Finance.,3,Fall 2025,AGEC 200,,Natural Resource Sciences (Faculty of Agric Environ Sci),Managing and financing a farm business. Topics include: the decision making process; farm management and economic concepts; the analysis of financial statements; farm planning and budgeting; input management; investment analysis; risk in financial management; the acquisition and cost of capital.
AGEC,333,Resource Economics.,3,Fall 2025,AGEC 200,,Agricultural Economics (Faculty of Agric Environ Sci),The role of resources in the environment; use of resources; and management of economic resources within the firm or organization. Problem-solving; case studies involving private and public decision-making in organizations are utilized.
AGEC,425,Applied Econometrics.,3,Fall 2025,AEMA 310;AGEC 200;AGEC 201,,Agricultural Economics (Faculty of Agric Environ Sci),The theory and application of econometrics to empirical issues in agriculture and environment. Diagnosis and treatment of standard violations of the assumptions underlying ordinary least squares.
AGEC,430,Agriculture; Food and Resource Policy.,3,Winter 2026,AGEC 200,,Agricultural Economics (Faculty of Agric Environ Sci),Examination of North American and international agriculture; food and resource policies; policy instruments; programs and their implications. Economic analysis applied to the principles; procedures and objectives of various policy actions affecting agriculture; and the environment.
AGEC,442,Economics of International Agricultural Development.,3,Winter 2026,AGEC 200;AGEC 201,,Agricultural Economics (Faculty of Agric Environ Sci),The course deals with economic aspects of international development with emphasis on the role of food; agriculture and the resource sector in the economy of developing countries. Topics will include world food analysis; development project analysis and policies for sustainable development. Development case studies will be used.
AGEC,450,Agribusiness Management.,3,Winter 2026,AGEC 231;AGEC 330;AGEC 332,,Agricultural Economics (Faculty of Agric Environ Sci),Strategic management of agricultural and food businesses. Analysis of internal and external factors and competitive forces affecting agribusinesses. Formulation of business strategy and solutions to strategic problems. Case-based course designed to enhance students' problemsolving and decisionmaking skills. Integration of knowledge and tools from various economics and business disciplines.
AGEC,491,Research and Methodology.,3,Fall 2025,AGEC 201;AGEC 320,,Agricultural Economics (Faculty of Agric Environ Sci),Conceptual and philosophical foundations of research methodology; and the procedural aspects of planning; designing and conducting research in applied economics.
AGEC,633,Environmental and Natural Resource Economics.,3,Winter 2026,,,Agricultural Economics (Graduate Studies),An advanced course in the theory and problems of environmental and resource economics and in the analytical techniques used to assess environmental and resource use issues.
AGEC,685,Selected Topics in Agricultural Economics.,3,Fall 2025; Winter 2026,,,Agricultural Economics (Graduate Studies),This course is designed to permit students to explore agricultural economics topics that are not covered in other courses. Students may be asked to prepare a presentation or lead discussion on the selected topic for the benefit of other students and staff. (Pass/Fail grading.)
AGEC,690,Seminar in Agricultural Economics.,3,Fall 2025; Winter 2026,,,Agricultural Economics (Graduate Studies),Current research on economic problems of agriculture; the agri-food system and the environment through presentations by staff; students and special guests. Article discussion on the latest issues and methods in agricultural economics.
AGEC,691,M.Sc. Thesis 1.,3,Fall 2025; Winter 2026,,,Agricultural Economics (Graduate Studies),Thesis proposal development - problem statement. 
AGEC,692,M.Sc. Thesis 2.,3,Fall 2025; Winter 2026,,,Agricultural Economics (Graduate Studies),Literature review for the thesis research.
AGEC,693,M.Sc. Thesis 3.,6,Fall 2025; Winter 2026,,,Agricultural Economics (Graduate Studies),Develop hypotheses for testing and identify the appropriate method.
AGEC,694,M.Sc. Thesis 4.,6,Fall 2025; Winter 2026,,,Agricultural Economics (Graduate Studies),Research to be undertaken on hypotheses testing and interpreting results.
AGEC,695,M.Sc. Thesis 5.,6,Fall 2025; Winter 2026,,,Agricultural Economics (Graduate Studies),Writing of the final version of the thesis under the supervision of the Supervisory Committee to be submitted for graduation. 
AGRI,120,Exobiospheres.,3,,,FAES on ,Bioresource Engineering (Faculty of Agric Environ Sci),Introduction to basic astronomical; biological; chemical and (geo)physical principles of systems capable of giving rise to and sustaining living structures; in both natural and artificial biospheres; within our solar system and beyond.
AGRI,195,Freshman Seminar 1.,0,,,BREE 187,Bioresource Engineering (Faculty of Agric Environ Sci),Members of the Faculty and/or Student Services will present seminars on resources available to help students develop the requisite skills to facilitate their transition into university life.
AGRI,196,Freshman Seminar 2.,0,,,BREE 188,Bioresource Engineering (Faculty of Agric Environ Sci),Members of the Faculty will present seminars on topical issues about their areas of research.
AGRI,215,Agro-Ecosystems Field Course.,3,Fall 2025,,,Plant Science (Faculty of Agric Environ Sci),Through case studies and field trips; students will examine the problems and constraints within the Canadian agro-ecosystem; including the interrelationships among food production; the environment; agricultural policy and social issues. Research in this field of study will also be introduced.
